length,t_star,bond_dim,base_index,epsilon,num_prefixes,num_suffixes,num_sequences,hankel_diff_spec_raw,hankel_diff_fro_raw,hankel_diff_spec_proj,hankel_diff_fro_proj,total_mass_raw_clean,total_mass_raw_noisy,total_mass_proj_clean,total_mass_proj_noisy,kappa_raw_clean,kappa_raw_noisy,kappa_proj_inf_clean,kappa_proj_inf_noisy
10.0,5.0,4.0,6.0,0.01,32.0,32.0,1024.0,0.0004475795901209677,0.0015393306130558166,3.699127756394753e-05,0.00023655787341119328,0.20987408657541223,0.20620479422968285,0.08057938311747712,0.08024205653774433,0.9997786280829323,0.9962355401932735,0.9027722943263096,0.9037884242357396
15.0,7.0,4.0,6.0,0.01,128.0,256.0,32768.0,2.2207831331198362e-05,0.00045399196529814274,1.1029104113346276e-05,5.4932303594893754e-05,0.20964168031160277,0.20757658085099068,0.08057938312670605,0.08024205654658757,0.9997786280829323,0.9984589472008718,0.9027722943263096,0.9037884242357396
20.0,10.0,4.0,6.0,0.01,256.0,256.0,65536.0,4.620339923955509e-06,3.596020510475917e-05,6.112765090047805e-07,2.4947273400028186e-06,0.20938342348514458,0.20508200074677846,0.08057938312670189,0.08024205654658315,0.9997786280829323,0.9984589472008718,0.9027722943263096,0.9037884242357396
5.0,2.0,4.0,7.0,0.001,4.0,8.0,32.0,0.00031747303839176625,0.0005263447528198292,2.750615199844771e-05,9.95216702134596e-05,0.28495799062791877,0.2855551117171098,0.07063883949227633,0.07061255917286423,0.9969239261075463,0.9969858269265995,0.8662689971103823,0.8660957124813774
10.0,5.0,4.0,7.0,0.001,32.0,32.0,1024.0,2.7330555294453395e-05,0.00014860442815474583,4.3664585462862326e-06,2.8764239716901065e-05,0.29353344171008133,0.2937212527001916,0.07063942048717177,0.07061314178437512,0.9969239261075463,0.9969858269265995,0.8763437561271219,0.8764800139629823
15.0,7.0,4.0,7.0,0.001,128.0,256.0,32768.0,3.366547700339411e-06,5.340499754908337e-05,1.983028029744893e-07,7.1806432361636595e-06,0.2976671887461435,0.2980101245227874,0.07063942060421101,0.07061314190161833,0.9976031410127525,0.9982207846861636,0.8763437561271219,0.8764800139629823
20.0,10.0,4.0,7.0,0.001,256.0,256.0,65536.0,3.1204007882095227e-07,3.758176283974445e-06,1.0474785900673288e-07,4.0564748837465885e-07,0.29820381352633485,0.29801200470727557,0.07063942060420564,0.07061314190161287,0.9976031410127525,0.9982207846861636,0.8763437561271219,0.8764800139629823
5.0,2.0,4.0,7.0,0.003,4.0,8.0,32.0,0.0004950870103194842,0.0019273302664497094,0.0001240358339416424,0.000244063735094307,0.28495799062791877,0.2843109112068131,0.07063883949227633,0.07062291707640211,0.9969239261075463,0.9979237234697146,0.8662689971103823,0.8662869514810729
10.0,5.0,4.0,7.0,0.003,32.0,32.0,1024.0,0.00012764261791258774,0.0005529859382545434,4.240480489313557e-05,7.430641858817849e-05,0.29353344171008133,0.29382483050570424,0.07063942048717177,0.07062350247074041,0.9969239261075463,0.9979237234697146,0.8763437561271219,0.8762352504597725
15.0,7.0,4.0,7.0,0.003,128.0,256.0,32768.0,1.4309202606763889e-05,0.00016287092947109635,2.2680677479666966e-06,1.62783935463409e-05,0.2976671887461435,0.29744565021601316,0.07063942060421101,0.07062350259126383,0.9976031410127525,0.998864532027473,0.8763437561271219,0.8762352504597725
20.0,10.0,4.0,7.0,0.003,256.0,256.0,65536.0,1.161142712372032e-06,1.0527848049217108e-05,3.365092279999656e-07,9.878537009650965e-07,0.29820381352633485,0.2977633142769146,0.07063942060420564,0.07062350259125855,0.9976031410127525,0.998864532027473,0.8763437561271219,0.8762352504597725
5.0,2.0,4.0,7.0,0.01,4.0,8.0,32.0,0.002087955933772969,0.005416629811891359,0.00024350432266888813,0.000898951472393251,0.28495799062791877,0.284414984111286,0.07063883949227633,0.07031117222978407,0.9969239261075463,0.9969055695870362,0.8662689971103823,0.8652052308424308
10.0,5.0,4.0,7.0,0.01,32.0,32.0,1024.0,0.0002532634217359216,0.001596861510226274,6.80649442200037e-05,0.00027246475137500127,0.29353344171008133,0.292406546808173,0.07063942048717177,0.0703117917381798,0.9969239261075463,0.9969055695870362,0.8763437561271219,0.8753983553649363
15.0,7.0,4.0,7.0,0.01,128.0,256.0,32768.0,7.765878351938225e-05,0.0005476723547445879,1.4963069222903951e-05,6.887973144192946e-05,0.2976671887461435,0.29673528214365846,0.07063942060421101,0.07031179184640325,0.9976031410127525,0.9969055695870362,0.8763437561271219,0.8753983553649363
20.0,10.0,4.0,7.0,0.01,256.0,256.0,65536.0,1.8281256009684105e-06,4.4827945022281176e-05,9.3805952099636e-07,3.646213997977869e-06,0.29820381352633485,0.2971762297320136,0.07063942060420564,0.07031179184639863,0.9976031410127525,0.9986756887742999,0.8763437561271219,0.8753983553649363
5.0,2.0,4.0,8.0,0.001,4.0,8.0,32.0,0.0003412830216489494,0.000892141471514049,3.616324818923662e-05,7.810234257389601e-05,0.18330332533027904,0.18339690647980234,0.06597818463952002,0.0660121757864747,0.986736988631432,0.9865046797651739,0.829286923144732,0.8292292056749315
10.0,5.0,4.0,8.0,0.001,32.0,32.0,1024.0,4.2221227558769857e-05,0.000187833185664506,3.4612790556603902e-06,2.0062889633011002e-05,0.19980467092469387,0.19963404524881873,0.0659911272063644,0.06602510146107164,0.9981009337712657,0.9975818830996894,0.8929206406745215,0.8929588226550734
15.0,7.0,4.0,8.0,0.001,128.0,256.0,32768.0,4.149346130686322e-06,6.43041584859274e-05,6.518379863804561e-07,5.511579108985234e-06,0.19316912304838255,0.19320207919842597,0.06599112620733937,0.06602510045603575,0.9981009337712657,0.9975818830996894,0.8929206406745215,0.8929588226550734
20.0,10.0,4.0,8.0,0.001,256.0,256.0,65536.0,1.395138435510975e-07,3.4789948680776154e-06,2.5763468890659913e-08,3.1909369996602096e-07,0.19487211849431266,0.19468142052077136,0.06599112620731624,0.0660251004560126,0.9981009337712657,0.9975818830996894,0.8929206406745215,0.8929588226550734
5.0,2.0,4.0,8.0,0.003,4.0,8.0,32.0,0.0006808494483887507,0.0021364452692310878,0.0001876508293099235,0.0002627608669957965,0.18330332533027904,0.1842793891542748,0.06597818463952002,0.0660499419809197,0.986736988631432,0.9865249118347774,0.829286923144732,0.8294660512559533
10.0,5.0,4.0,8.0,0.003,32.0,32.0,1024.0,0.00012571655245366346,0.0006051004229116305,3.1845981915981925e-05,7.42369694676805e-05,0.19980467092469387,0.201592867882889,0.0659911272063644,0.06606307074641982,0.9981009337712657,0.9974519078297882,0.8929206406745215,0.8926738170268584
15.0,7.0,4.0,8.0,0.003,128.0,256.0,32768.0,1.1104600285186375e-05,0.00015090899101987068,6.634138566784326e-06,1.6028183908369564e-05,0.19316912304838255,0.19484639978943735,0.06599112620733937,0.0660630697300495,0.9981009337712657,0.9974519078297882,0.8929206406745215,0.8926738170268584
20.0,10.0,4.0,8.0,0.003,256.0,256.0,65536.0,1.511768147263608e-06,1.0584265206383009e-05,3.3647546522743414e-07,9.46559271488425e-07,0.19487211849431266,0.19650786705223672,0.06599112620731624,0.0660630697300279,0.9981009337712657,0.9974519078297882,0.8929206406745215,0.8926738170268584
5.0,2.0,4.0,8.0,0.01,4.0,8.0,32.0,0.001930679198277958,0.0066954249613416,0.00031207501079404245,0.000579309733958339,0.18330332533027904,0.1831764505121249,0.06597818463952002,0.06567696048681873,0.986736988631432,0.9909547457544606,0.829286923144732,0.8298156313331394
10.0,5.0,4.0,8.0,0.01,32.0,32.0,1024.0,0.00039092823747258426,0.001484899022629558,0.00010163370481383118,0.0001643900911131576,0.19980467092469387,0.1999451068235365,0.0659911272063644,0.06568993556801005,0.9981009337712657,0.9999221042585262,0.8929206406745215,0.8907162820015364
15.0,7.0,4.0,8.0,0.01,128.0,256.0,32768.0,2.1478446192568536e-05,0.0005435344393494654,1.584634989963612e-05,5.8178671738513336e-05,0.19316912304838255,0.19253845945710013,0.06599112620733937,0.06568993458368516,0.9981009337712657,0.9999221042585262,0.8929206406745215,0.8907162820015364
20.0,10.0,4.0,8.0,0.01,256.0,256.0,65536.0,2.573532684695316e-06,3.423088561224589e-05,5.982543460668641e-07,3.8373348628419475e-06,0.19487211849431266,0.19315204988475787,0.06599112620731624,0.06568993458366587,0.9981009337712657,0.9999221042585262,0.8929206406745215,0.8907162820015364
5.0,2.0,4.0,9.0,0.001,4.0,8.0,32.0,0.00039071303929675254,0.0009819274041343697,0.00011409356647340511,0.0001762228953235843,0.1940469112868382,0.1943696724184516,0.05950064946492012,0.059510772496555474,0.9987801831182596,0.9994172917349776,0.8494825618606917,0.8491273533689904
10.0,5.0,4.0,9.0,0.001,32.0,32.0,1024.0,5.227727230674084e-05,0.00019698337111536405,2.8077390796780318e-05,3.580849197101127e-05,0.22807296512229086,0.22818281768167198,0.059500754658330796,0.059510876772160985,0.9995478299973546,0.9994802484450945,0.8494825618606917,0.8491273533689904
15.0,7.0,4.0,9.0,0.001,128.0,256.0,32768.0,2.8368378362835613e-06,5.7234201074960686e-05,1.7013004220851175e-06,7.48581941403399e-06,0.2285974740961101,0.22882412721618323,0.05950075457555369,0.0595108766899395,0.9995478299973546,0.9994802484450945,0.8494825618606917,0.8491273533689904
20.0,10.0,4.0,9.0,0.001,256.0,256.0,65536.0,4.2632316182149125e-07,3.52656552765784e-06,9.915213148496211e-08,3.8282546558056375e-07,0.22809897119200873,0.2284916330521168,0.05950075457555357,0.05951087668993939,0.9998126438931897,0.9994802484450945,0.8494825618606917,0.8491273533689904
5.0,2.0,4.0,9.0,0.003,4.0,8.0,32.0,0.00043731618444382223,0.0018276505940104154,0.00012593372528700607,0.0001947790664900673,0.1940469112868382,0.1941550558108903,0.05950064946492012,0.05953754102018835,0.9987801831182596,0.9988772723461922,0.8494825618606917,0.8492075308674788
10.0,5.0,4.0,9.0,0.003,32.0,32.0,1024.0,4.74496970515144e-05,0.00047278695517804034,3.098166988658957e-05,6.378461413718819e-05,0.22807296512229086,0.22725601178841776,0.059500754658330796,0.059537647775783804,0.9995478299973546,0.9988772723461922,0.8494825618606917,0.8492075308674788
15.0,7.0,4.0,9.0,0.003,128.0,256.0,32768.0,1.1570828867315123e-05,0.00014215393599039297,4.248760689882498e-06,1.5661644069850304e-05,0.2285974740961101,0.22726413008980956,0.05950075457555369,0.059537647692539386,0.9995478299973546,0.9988772723461922,0.8494825618606917,0.8492075308674788
20.0,10.0,4.0,9.0,0.003,256.0,256.0,65536.0,8.709260432231027e-07,8.272923689465976e-06,3.08767833648691e-07,7.864512556309923e-07,0.22809897119200873,0.22587911067490454,0.05950075457555357,0.05953764769253932,0.9998126438931897,1.0005946621275268,0.8494825618606917,0.8492075308674788
5.0,2.0,4.0,9.0,0.01,4.0,8.0,32.0,0.0017188997355736537,0.004845093261785195,0.0008653717251024583,0.0014315253590464947,0.1940469112868382,0.1931023782238111,0.05950064946492012,0.05941370418938236,0.9987801831182596,1.0011675726493734,0.8494825618606917,0.85108430128258
10.0,5.0,4.0,9.0,0.01,32.0,32.0,1024.0,0.0003767153479781485,0.0016136236444875983,7.76786480408613e-05,0.0002880217325324419,0.22807296512229086,0.22574714681587182,0.059500754658330796,0.05941380643162081,0.9995478299973546,1.0011675726493734,0.8494825618606917,0.85108430128258
15.0,7.0,4.0,9.0,0.01,128.0,256.0,32768.0,4.1804442952086457e-05,0.0005024361050460869,1.706149268205821e-05,7.219613030287304e-05,0.2285974740961101,0.22711477210238923,0.05950075457555369,0.059413806351199264,0.9995478299973546,1.0011675726493734,0.8494825618606917,0.85108430128258
20.0,10.0,4.0,9.0,0.01,256.0,256.0,65536.0,3.7556952004870412e-06,3.1498212701421094e-05,8.428990667170196e-07,3.663840247956194e-06,0.22809897119200873,0.23017005785526942,0.05950075457555357,0.059413806351199305,0.9998126438931897,1.0020525158631564,0.8494825618606917,0.85108430128258
5.0,2.0,4.0,10.0,0.001,4.0,8.0,32.0,8.923086608703688e-05,0.0009818557370625607,3.811128891335635e-05,0.00012232608692500592,0.25148923110527943,0.25128916232006426,0.08775843801514578,0.08774268438419439,0.9962982688729516,0.9957357308390745,0.8528668813859075,0.8527600933235431
10.0,5.0,4.0,10.0,0.001,32.0,32.0,1024.0,4.2536253214424953e-05,0.00015894309625209208,6.025657961817226e-06,2.6871437216375054e-05,0.35766010277696747,0.35785271626748716,0.0877558240293635,0.08774006796925442,0.9994829887664075,0.9996974084576821,0.8749061178759923,0.874883946795316
15.0,7.0,4.0,10.0,0.001,128.0,256.0,32768.0,6.074117588688183e-06,4.706662434064079e-05,4.5638554298589325e-07,6.829614184989596e-06,0.3322630831728613,0.33227579235060556,0.0877558240311672,0.08774006797071357,0.9994829887664075,0.9996974084576821,0.8749061178759923,0.874883946795316
20.0,10.0,4.0,10.0,0.001,256.0,256.0,65536.0,1.2286018934211415e-07,2.5766224913165383e-06,6.053828437163776e-08,3.665332373868116e-07,0.3309456744245906,0.3310318170139459,0.08775582403116675,0.0877400679707131,0.9994829887664075,0.9996974084576821,0.8749061178759923,0.874883946795316
5.0,2.0,4.0,10.0,0.003,4.0,8.0,32.0,0.0010989208907871977,0.0021820159620496524,0.0002798030765756448,0.0005217015713707854,0.25148923110527943,0.2523881085584484,0.08775843801514578,0.08778099027984478,0.9962982688729516,0.9969240662208804,0.8528668813859075,0.8533180100127713
10.0,5.0,4.0,10.0,0.003,32.0,32.0,1024.0,0.00010252808275071593,0.0005363777341151286,2.3138725949228286e-05,0.00011226313521002511,0.35766010277696747,0.35893827558574765,0.0877558240293635,0.08777833990122849,0.9994829887664075,1.0005498363061636,0.8749061178759923,0.8745794892291131
15.0,7.0,4.0,10.0,0.003,128.0,256.0,32768.0,1.6626317713206922e-05,0.00014273651259771812,8.72250104919627e-06,2.2834885501938063e-05,0.3322630831728613,0.3325469182447858,0.0877558240311672,0.08777833990306605,0.9994829887664075,1.0005498363061636,0.8749061178759923,0.8745794892291131
20.0,10.0,4.0,10.0,0.003,256.0,256.0,65536.0,8.824721554683856e-07,1.1274498229603093e-05,2.1470589121100643e-07,1.2044957394156757e-06,0.3309456744245906,0.33316201455755423,0.08775582403116675,0.08777833990306559,0.9994829887664075,1.0005498363061636,0.8749061178759923,0.8745794892291131
5.0,2.0,4.0,10.0,0.01,4.0,8.0,32.0,0.00183789961904244,0.006458508761765126,0.00044260572280690346,0.0010310266098357006,0.25148923110527943,0.25307144071730275,0.08775843801514578,0.08826984915753959,0.9962982688729516,0.9944814233738559,0.8528668813859075,0.8538148283858811
10.0,5.0,4.0,10.0,0.01,32.0,32.0,1024.0,0.0002359994302605274,0.0019291456045306477,0.000183867459163331,0.000265431451062165,0.35766010277696747,0.35718952817280747,0.0877558240293635,0.08826726159189202,0.9994829887664075,1.002069264403583,0.8749061178759923,0.8724662289213494
15.0,7.0,4.0,10.0,0.01,128.0,256.0,32768.0,7.520505061337269e-05,0.0004858790579522234,2.158974009792567e-05,6.397633943974646e-05,0.3322630831728613,0.32840545070246774,0.0877558240311672,0.08826726159587085,0.9994829887664075,1.002069264403583,0.8749061178759923,0.8724662289213494
20.0,10.0,4.0,10.0,0.01,256.0,256.0,65536.0,3.5872126163084603e-06,3.807121250498507e-05,7.754627236062192e-07,3.0506086955202514e-06,0.3309456744245906,0.3254909324327509,0.08775582403116675,0.08826726159587031,0.9994829887664075,1.002069264403583,0.8749061178759923,0.8724662289213494
5.0,2.0,4.0,11.0,0.001,4.0,8.0,32.0,0.00023123269437393232,0.0006981920037418357,6.574172524396961e-06,0.00010491652058800506,0.14043455514521827,0.14023687362672244,0.07925258305254367,0.0792367753727104,0.9932241006247807,0.9961063609997558,0.807186178446595,0.807286157489179
10.0,5.0,4.0,11.0,0.001,32.0,32.0,1024.0,5.320674097679291e-05,0.00017190348385498242,1.092804049545159e-05,3.23061038687333e-05,0.17206647348513834,0.17184712461109192,0.07925376734128856,0.07923795808577126,0.9932241006247807,0.9961063609997558,0.807186178446595,0.807286157489179
15.0,7.0,4.0,11.0,0.001,128.0,256.0,32768.0,5.360792267340124e-06,5.83177253107093e-05,3.0005331842949996e-06,6.916462642467516e-06,0.17423809062938703,0.17431720638644124,0.07925376730646963,0.07923795805086412,0.9991951480561807,0.9997885098729179,0.8181140103282886,0.8180600833021413
20.0,10.0,4.0,11.0,0.001,256.0,256.0,65536.0,3.82050205045634e-07,3.077553050466017e-06,1.4074204367052184e-07,3.290116284955896e-07,0.1745038802145073,0.17446805560103365,0.079253767306471,0.0792379580508655,0.9991951480561807,0.9997885098729179,0.8807118310442981,0.8804608725318047
5.0,2.0,4.0,11.0,0.003,4.0,8.0,32.0,0.001154759911003828,0.0020400590495783886,0.00015391290215078778,0.0005259062805651013,0.14043455514521827,0.14022633056408534,0.07925258305254367,0.07932639305614707,0.9932241006247807,0.9979335135968664,0.807186178446595,0.8076301093002434
10.0,5.0,4.0,11.0,0.003,32.0,32.0,1024.0,0.00014424853207370693,0.0005598732728507315,3.434233964948403e-05,0.00010855887253522928,0.17206647348513834,0.17242980341804795,0.07925376734128856,0.07932759812700363,0.9932241006247807,0.9979335135968664,0.807186178446595,0.8076301093002434
15.0,7.0,4.0,11.0,0.003,128.0,256.0,32768.0,2.8673958901689095e-05,0.00014980533116406666,1.0668524195471006e-05,2.219244027933293e-05,0.17423809062938703,0.17519988529197777,0.07925376730646963,0.07932759809115296,0.9991951480561807,1.0001549416097784,0.8181140103282886,0.8182916376608561
20.0,10.0,4.0,11.0,0.003,256.0,256.0,65536.0,7.439043656112542e-07,1.011962841416406e-05,1.238729450040237e-07,1.3676736172644784e-06,0.1745038802145073,0.17520279431042907,0.079253767306471,0.07932759809115428,0.9991951480561807,1.0001549416097784,0.8807118310442981,0.8808274219392269
5.0,2.0,4.0,11.0,0.01,4.0,8.0,32.0,0.002928962257714449,0.008190580425998687,0.0007489100727592807,0.0013316331457695438,0.14043455514521827,0.14043019179907137,0.07925258305254367,0.07919006026252479,0.9932241006247807,0.9959055103133423,0.807186178446595,0.8041806290441033
10.0,5.0,4.0,11.0,0.01,32.0,32.0,1024.0,0.00033877538568221244,0.0019945632256617957,0.0001876837209688402,0.0003601420723270545,0.17206647348513834,0.17019885646933208,0.07925376734128856,0.07919126156415823,0.9932241006247807,0.9959055103133423,0.807186178446595,0.8043639353509395
15.0,7.0,4.0,11.0,0.01,128.0,256.0,32768.0,4.430684024354513e-05,0.00055423594431858,2.928255099433165e-05,8.287029300730547e-05,0.17423809062938703,0.17359537808166373,0.07925376730646963,0.07919126153396765,0.9991951480561807,0.9995973770112594,0.8181140103282886,0.8189686133631549
20.0,10.0,4.0,11.0,0.01,256.0,256.0,65536.0,4.612738052596648e-06,3.290111129007318e-05,6.87179382470995e-07,4.240885553373645e-06,0.1745038802145073,0.17565362457971187,0.079253767306471,0.07919126153396971,0.9991951480561807,1.0019197015907233,0.8807118310442981,0.8815035389484379
5.0,2.0,4.0,12.0,0.001,4.0,8.0,32.0,5.492794232674504e-05,0.0003305413394205,4.231696483091511e-05,0.00011517579978441748,0.29210337289583216,0.2923343282839708,0.049186564466690834,0.049181384214884244,0.9977996141570435,0.9982983762538611,0.8883612134034085,0.888532799369254
10.0,5.0,4.0,12.0,0.001,32.0,32.0,1024.0,3.067365101283465e-05,0.0001495458900638728,1.6339416104646515e-05,2.9430400778755958e-05,0.2701339727387837,0.2704659392576192,0.049185797754007075,0.04918061766428789,0.9987759797557028,0.9989152613795309,0.9109956364831003,0.9107722950897369
15.0,7.0,4.0,12.0,0.001,128.0,256.0,32768.0,1.5467378015292378e-06,4.8134128860439866e-05,2.141399313818675e-06,7.154723406441567e-06,0.27557456854030904,0.2758059499844787,0.049185797713970726,0.049180617624274024,0.9987759797557028,0.9989152613795309,0.9109956364831003,0.9107722950897369
20.0,10.0,4.0,12.0,0.001,256.0,256.0,65536.0,4.346900910525693e-07,3.103365143170594e-06,6.322192699485827e-08,3.7746631894303914e-07,0.2754195254217774,0.2759789737961087,0.049185797713985374,0.049180617624288714,0.9987759797557028,0.9990436364590524,0.9109956364831003,0.9107722950897369
5.0,2.0,4.0,12.0,0.003,4.0,8.0,32.0,0.00037937780724443896,0.0015095561114185363,0.00010987089723568935,0.0002970055009975003,0.29210337289583216,0.29125642817779157,0.049186564466690834,0.04920983085513143,0.9977996141570435,0.9962578820050988,0.8883612134034085,0.8878563159660955
10.0,5.0,4.0,12.0,0.003,32.0,32.0,1024.0,5.6487527596351586e-05,0.0005373752648898766,2.7719762913157863e-05,0.00010396789722780437,0.2701339727387837,0.26915890070952475,0.049185797754007075,0.049209056223750984,0.9987759797557028,0.9992650726491007,0.9109956364831003,0.910905201109938
15.0,7.0,4.0,12.0,0.003,128.0,256.0,32768.0,1.5561704002432267e-05,0.0001624296498667305,1.3404714623191657e-05,2.3744520451944584e-05,0.27557456854030904,0.27592735119135414,0.049185797713970726,0.0492090561836114,0.9987759797557028,0.9992650726491007,0.9109956364831003,0.910905201109938
20.0,10.0,4.0,12.0,0.003,256.0,256.0,65536.0,9.587006949562327e-07,1.001013235811417e-05,5.77795766778532e-07,1.2354659875888127e-06,0.2754195254217774,0.27468631826077633,0.049185797713985374,0.04920905618362603,0.9987759797557028,0.9992650726491007,0.9109956364831003,0.910905201109938
5.0,2.0,4.0,12.0,0.01,4.0,8.0,32.0,0.0008069243057075652,0.0070858783342499804,0.0004238545855684287,0.0010383327212066108,0.29210337289583216,0.28662369317787495,0.049186564466690834,0.049149440058593515,0.9977996141570435,0.9891124758300945,0.8883612134034085,0.8858568081176631
10.0,5.0,4.0,12.0,0.01,32.0,32.0,1024.0,0.0002355348745756537,0.0018265328053264304,3.581635464573241e-05,0.00025217011883793333,0.2701339727387837,0.26506044962617786,0.049185797754007075,0.04914866220493773,0.9987759797557028,0.9987462387398622,0.9109956364831003,0.9092693364126323
15.0,7.0,4.0,12.0,0.01,128.0,256.0,32768.0,6.579989951330355e-05,0.0006170957886839003,2.362995189849609e-05,7.698738774720365e-05,0.27557456854030904,0.26823709910777466,0.049185797713970726,0.0491486621649298,0.9987759797557028,0.9987462387398622,0.9109956364831003,0.9092693364126323
20.0,10.0,4.0,12.0,0.01,256.0,256.0,65536.0,7.306500911433292e-06,3.320926649414242e-05,1.0222229559708381e-06,4.001152508095592e-06,0.2754195254217774,0.2729419309743529,0.049185797713985374,0.04914866216494515,0.9987759797557028,0.9987462387398622,0.9109956364831003,0.9092693364126323
5.0,2.0,4.0,13.0,0.001,4.0,8.0,32.0,0.0001079880300092271,0.0004450080457101732,0.00010761383102853023,0.00016965923500456638,0.22076346908114433,0.22086726905756807,0.06022507196323485,0.06025622311327034,0.997950104937256,0.9984362975988323,0.8285517561592951,0.8284719519431449
10.0,5.0,4.0,13.0,0.001,32.0,32.0,1024.0,3.947902452647342e-05,0.00016953543618526505,7.657759328884251e-06,3.560412960493768e-05,0.2302076445168067,0.23029454516169565,0.06023432626933052,0.06026547328283109,0.9990672245248224,0.9991094412993955,0.8558476712807068,0.8560209191845334
15.0,7.0,4.0,13.0,0.001,128.0,256.0,32768.0,2.403335530354882e-06,4.3523942790840206e-05,2.972145421453181e-07,8.939691961931819e-06,0.22878495838502813,0.2289072763239795,0.06023432641738231,0.06026547343131563,0.9990672245248224,0.9991094412993955,0.8558476712807068,0.8560209191845334
20.0,10.0,4.0,13.0,0.001,256.0,256.0,65536.0,3.040020151162544e-07,3.464762265133823e-06,2.1322358540449352e-07,4.6507766013915683e-07,0.22878003327223892,0.2289640692746272,0.06023432641733736,0.06026547343127073,0.9990672245248224,0.9991094412993955,0.890310282918041,0.8903738490436861
5.0,2.0,4.0,13.0,0.003,4.0,8.0,32.0,0.00012365327056235712,0.0015132285488435205,0.00015209870594057925,0.00038694426295507234,0.22076346908114433,0.21979652681891612,0.06022507196323485,0.060187208396192016,0.997950104937256,0.9989789893224473,0.8285517561592951,0.8282324532561259
10.0,5.0,4.0,13.0,0.003,32.0,32.0,1024.0,6.415818110110913e-05,0.0005206279812729168,3.837388830040096e-05,8.716719874088212e-05,0.2302076445168067,0.22862307891960273,0.06023432626933052,0.06019646423759388,0.9990672245248224,0.9989789893224473,0.8558476712807068,0.855997559521461
15.0,7.0,4.0,13.0,0.003,128.0,256.0,32768.0,1.2260353142239724e-05,0.00013351741903908337,5.293582876929799e-06,2.4609707864452585e-05,0.22878495838502813,0.22664458735165743,0.06023432641738231,0.06019646438490313,0.9990672245248224,0.9989789893224473,0.8558476712807068,0.855997559521461
20.0,10.0,4.0,13.0,0.003,256.0,256.0,65536.0,1.1651314729506457e-06,8.453385160435982e-06,1.65928351696311e-07,1.512076196494056e-06,0.22878003327223892,0.22717208625712446,0.06023432641733736,0.060196464384857165,0.9990672245248224,0.9989789893224473,0.890310282918041,0.8901130198606588
5.0,2.0,4.0,13.0,0.01,4.0,8.0,32.0,0.0013368151308877868,0.005299809616947401,0.0010222670103603856,0.0018505870416726652,0.22076346908114433,0.21647658250224044,0.06022507196323485,0.06048710867233436,0.997950104937256,1.0011999984318711,0.8285517561592951,0.8285440767546975
10.0,5.0,4.0,13.0,0.01,32.0,32.0,1024.0,0.0005347875294366693,0.0019069314736163527,6.674470184852247e-05,0.00042199982181244345,0.2302076445168067,0.22828582213599002,0.06023432626933052,0.060496068163963954,0.9990672245248224,1.0011999984318711,0.8558476712807068,0.8545521952039193
15.0,7.0,4.0,13.0,0.01,128.0,256.0,32768.0,2.7605988654669495e-05,0.0004525627469726969,8.191824206350073e-06,8.608500855532047e-05,0.22878495838502813,0.2303270638992913,0.06023432641738231,0.060496068317828104,0.9990672245248224,1.0011999984318711,0.8558476712807068,0.8545521952039193
20.0,10.0,4.0,13.0,0.01,256.0,256.0,65536.0,1.2858706248484178e-06,3.473146588927302e-05,9.986442939027335e-07,5.152557460125996e-06,0.22878003327223892,0.22577730356090053,0.06023432641733736,0.0604960683177788,0.9990672245248224,1.0011999984318711,0.890310282918041,0.8889325827598902
5.0,2.0,4.0,14.0,0.001,4.0,8.0,32.0,9.655669654269719e-05,0.0007555041337938826,4.7852076440022025e-05,9.110674068856996e-05,0.24853775049427423,0.2486554559115652,0.06044651290001486,0.06039866001342589,0.9794568345851131,0.9800101438471063,0.7998929783669961,0.800128926530898
10.0,5.0,4.0,14.0,0.001,32.0,32.0,1024.0,5.3383333344135166e-05,0.00017775661006269372,1.75220007643148e-05,3.8043702007806976e-05,0.26932756596656415,0.2696555684105364,0.06044087354627949,0.060393019275331174,0.9975331747936041,0.997838521767569,0.8467567141504453,0.8465517422487676
15.0,7.0,4.0,14.0,0.001,128.0,256.0,32768.0,6.708503640910463e-06,4.489918366149359e-05,3.493068330539193e-06,7.821472451648863e-06,0.2614640712998649,0.26122935049837215,0.0604408734533115,0.060393019182875304,0.9975331747936041,0.997838521767569,0.8799844416701684,0.8802172748508786
20.0,10.0,4.0,14.0,0.001,256.0,256.0,65536.0,2.8165809710665127e-07,2.650142750862702e-06,6.233308573193498e-08,3.8247235678885415e-07,0.26146583118579797,0.2612758683696646,0.06044087345331389,0.060393019182877754,0.9989357608604928,0.9988618704152067,0.8799844416701684,0.8802172748508786
5.0,2.0,4.0,14.0,0.003,4.0,8.0,32.0,0.0003246281007554656,0.0015500284297945933,0.00017501933285065088,0.00037633215130084203,0.24853775049427423,0.24863937972116296,0.06044651290001486,0.060473124935664944,0.9794568345851131,0.9782084951846983,0.7998929783669961,0.7985673243351217
10.0,5.0,4.0,14.0,0.003,32.0,32.0,1024.0,0.00011726099837284562,0.00042622530905288855,4.063247313094237e-05,8.937785746225465e-05,0.26932756596656415,0.27080511173703564,0.06044087354627949,0.06046753065486689,0.9975331747936041,1.0004286509716684,0.8467567141504453,0.8464578290755481
