model,length,rank,sample_size,trial,sigma1,sigma2,sigma3,log_sigma3,hankel_frob_mid,hankel_spec_mid,mu_row,mu_col,mu_max,frob_error,spectral_error,tv_error,max_error,sigma_min_emp,delta_over_sigma_min,prefixes,suffixes
rank1,6.0,1.0,1000.0,3.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.039301319824495286,0.03313741633157488,0.010401980802221747,0.005845995898348916,1.225630302471278,0.027037040667776277,9.0,9.0
rank1,6.0,1.0,1000.0,4.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.06830605500863395,0.06082783511682502,0.0158356574262868,0.008645433926269985,1.2355100582515284,0.04923297443883822,9.0,9.0
rank1,6.0,1.0,1000.0,5.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.04227541779009851,0.030294706592198812,0.048110367621112045,0.025359262329013227,1.2299345636987196,0.024631153141265568,9.0,9.0
rank1,6.0,1.0,1000.0,6.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.05799267582447658,0.04719469753700301,0.005325394995009739,0.0029411947680530737,1.2213918484067308,0.038640095394911214,9.0,9.0
rank1,6.0,1.0,1000.0,7.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.0716219266032566,0.06302874356939106,0.003354448996508823,0.0018566842381916582,1.2419485815559899,0.05074988168223902,9.0,9.0
rank1,6.0,1.0,1000.0,8.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.05377179932037163,0.043706351216865565,0.0018553076806778806,0.001032846112029806,1.2306871292076547,0.035513779399809556,9.0,9.0
rank1,6.0,1.0,1000.0,9.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.05000863245682694,0.03405544907974111,0.010897880834317664,0.0059820240878262765,1.2349653364630664,0.027576036407042582,9.0,9.0
rank1,6.0,1.0,1000.0,10.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.047309155297938096,0.03978148397155986,0.037396535958816264,0.019941913452042992,1.2181974465940117,0.03265602311249781,9.0,9.0
rank1,6.0,1.0,1000.0,11.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.03216927327872825,0.021335404990540336,0.059854187976873495,0.031152788934672604,1.2311058464627027,0.0173302767197822,9.0,9.0
rank1,6.0,1.0,1000.0,12.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.05281972136136566,0.04091304313542976,0.0072869830978079,0.004081173989892911,1.2272745252895625,0.03333650482623418,9.0,9.0
rank1,6.0,1.0,1000.0,13.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.047296907499988584,0.03564572210916614,0.020897075525016576,0.011345620060117134,1.2241910992831124,0.029117775917534696,9.0,9.0
rank1,6.0,1.0,1000.0,14.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.05046651541163421,0.04450512259982939,0.01047879565932609,0.005889670275497777,1.232785863188523,0.03610125969867929,9.0,9.0
rank1,6.0,1.0,1000.0,15.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.040297378038804704,0.02746673516078686,0.03954734592679822,0.022966336977757296,1.227227650471084,0.022381124765436525,9.0,9.0
rank1,6.0,1.0,1000.0,16.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.036609531090642404,0.025173266132486913,0.015598471772845336,0.008518159111432166,1.2316937003619093,0.020437927160860073,9.0,9.0
rank1,6.0,1.0,1000.0,17.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.048141102376215696,0.03988472028922116,0.022651392191948817,0.012905799686496355,1.2223849354672567,0.0326286091491918,9.0,9.0
rank1,6.0,1.0,1000.0,18.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.044843101885865176,0.030310284116210458,0.005679163817184082,0.003135356046065463,1.2380256052565324,0.024482760281787416,9.0,9.0
rank1,6.0,1.0,1000.0,19.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.050622288771788794,0.0392875000493046,0.05078768372192956,0.029874478478060712,1.2225116389074224,0.03213670839519896,9.0,9.0
rank1,6.0,1.0,1000.0,20.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.04691176820515078,0.03384231256979037,0.0012855706007738616,0.000715223094425177,1.2244385619115192,0.02763904504686442,9.0,9.0
rank1,6.0,1.0,5000.0,1.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.023165985208283557,0.018602811136709946,0.0010867296065550276,0.0006044654226170787,1.2262656032603367,0.015170295152412068,9.0,9.0
rank1,6.0,1.0,5000.0,2.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.021227572585826533,0.015444145263140328,0.016097153416715512,0.009104391756328517,1.2313108990907047,0.012542847849836692,9.0,9.0
rank1,6.0,1.0,5000.0,3.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.0218982430307847,0.018904046186865413,0.01838361154197509,0.010008489634198536,1.2281892300107036,0.015391802602519699,9.0,9.0
rank1,6.0,1.0,5000.0,4.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.023383329307305516,0.01932218803933143,0.014059649488445842,0.007690802447611889,1.231079678810333,0.01569531880991134,9.0,9.0
rank1,6.0,1.0,5000.0,5.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.021608665533219544,0.01833996295517524,0.020609826550111735,0.011715742358025721,1.231954572485167,0.014886882491274699,9.0,9.0
rank1,6.0,1.0,5000.0,6.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.01925755529953572,0.014240494441721962,0.004552684628639498,0.0025165748232378327,1.2288366788963894,0.011588598132105938,9.0,9.0
rank1,6.0,1.0,5000.0,7.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.022504901561216137,0.015640599190865943,0.0058340598479505006,0.0032621744684636356,1.2257210531111067,0.012760325158132194,9.0,9.0
rank1,6.0,1.0,5000.0,8.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.020152433328570737,0.01704225851610645,0.015608638224029548,0.008523615836549508,1.2295079853244797,0.013861039309646146,9.0,9.0
rank1,6.0,1.0,5000.0,9.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.031598430941744804,0.028558252003589694,0.01330867829266635,0.0075038558334664385,1.2213141049217815,0.02338321639658677,9.0,9.0
rank1,6.0,1.0,5000.0,10.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.024079058715661347,0.017638980156269368,0.0060951892899807235,0.003363491961220877,1.229430898982959,0.014347272523296048,9.0,9.0
rank1,6.0,1.0,5000.0,11.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.02762073169355797,0.02241289261789719,0.015163754007670763,0.008284714947638605,1.2315409615416733,0.018199063870226597,9.0,9.0
rank1,6.0,1.0,5000.0,12.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.020340262822543594,0.01577774258566013,0.014076058717456015,0.00769963977676838,1.2290662754333552,0.012837178027765078,9.0,9.0
rank1,6.0,1.0,5000.0,13.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.024595336879506755,0.018541389838020512,0.011494507969731635,0.006467872084002069,1.229790302407984,0.015076871074455255,9.0,9.0
rank1,6.0,1.0,5000.0,14.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.018682067164905284,0.012922777976400712,0.009253413684597141,0.005193846772162974,1.2268744695537814,0.01053308899736154,9.0,9.0
rank1,6.0,1.0,5000.0,15.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.022777757732605795,0.017154701966453224,0.004517417608961034,0.002522271256880926,1.2303037406255624,0.013943468917464816,9.0,9.0
rank1,6.0,1.0,5000.0,16.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.01547932599483481,0.010264970068098239,0.009627726427876161,0.0052922061629111505,1.2276583033572865,0.00836142275096136,9.0,9.0
rank1,6.0,1.0,5000.0,17.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.01625636249341223,0.011866690656648712,0.0021116326157063353,0.0011703926658322705,1.2283818441387118,0.009660424983706204,9.0,9.0
rank1,6.0,1.0,5000.0,18.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.021233565341201216,0.014878827744351591,0.02241896343280607,0.012151655483865348,1.227936150543881,0.012116939254342677,9.0,9.0
rank1,6.0,1.0,5000.0,19.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.018303103577330088,0.013489866724934654,0.002050367021844307,0.0011416819676467183,1.2270992697574625,0.010993297003266036,9.0,9.0
rank1,6.0,1.0,5000.0,20.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.024964928103422282,0.01938957731892797,0.026430042659666447,0.01512280073175426,1.2272308222980741,0.015799454321575507,9.0,9.0
rank1,6.0,1.0,20000.0,1.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.011732699896356596,0.008957423946284557,0.002696046945619235,0.0014933451391798414,1.226128876590445,0.0073054506074376885,9.0,9.0
rank1,6.0,1.0,20000.0,2.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.01283460911228335,0.010800029989934358,0.010525728784549965,0.00578010938674528,1.2255199945106046,0.008812610188581385,9.0,9.0
rank1,6.0,1.0,20000.0,3.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.008003912415036745,0.006253567460494623,0.0015838214670214268,0.0008814451411912894,1.229332608312232,0.0050869613465148655,9.0,9.0
rank1,6.0,1.0,20000.0,4.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.00962915425972358,0.007111438091925541,0.0007458446171498863,0.00041470034792742694,1.2270551847170896,0.005795532410031875,9.0,9.0
rank1,6.0,1.0,20000.0,5.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.011406619345664334,0.009643436389963702,0.006614772580833918,0.0037019269373057273,1.2287769163373552,0.007847996053431833,9.0,9.0
rank1,6.0,1.0,20000.0,6.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.013729340685298734,0.010628458177291357,0.016118843631185063,0.009116880540771838,1.2259070623750417,0.00866987270364529,9.0,9.0
rank1,6.0,1.0,20000.0,7.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.014029381469516515,0.011760721117437882,0.0017418896991471518,0.0009695847115566147,1.230632428361047,0.009556648148058944,9.0,9.0
rank1,6.0,1.0,20000.0,8.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.011537040914036898,0.008788233056216049,0.002955702560343045,0.0016366992361053767,1.227120104783806,0.007161673109222148,9.0,9.0
rank1,6.0,1.0,20000.0,9.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.013071693078028537,0.010000253657176368,0.011951942052561663,0.0065530162831047845,1.2254876038283786,0.008160224245382769,9.0,9.0
rank1,6.0,1.0,20000.0,10.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.011674140361703432,0.009709387653538558,0.0015470439728462707,0.0008609422659226207,1.2267609913581803,0.007914653075811478,9.0,9.0
rank1,6.0,1.0,20000.0,11.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.01269146360425234,0.010521937410839191,0.014555923445442185,0.008218525072968885,1.2278934302555258,0.008569096593870989,9.0,9.0
rank1,6.0,1.0,20000.0,12.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.012968128744686645,0.010115854533113625,0.007273592098672129,0.004073613546328153,1.229818305072065,0.008225487042592732,9.0,9.0
rank1,6.0,1.0,20000.0,13.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.009062115243847363,0.006523618394980499,0.004105822876640787,0.0022914133225888367,1.2277060225708765,0.005313664896193735,9.0,9.0
rank1,6.0,1.0,20000.0,14.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.009947787702832655,0.007119970239246454,0.010349405156246879,0.005684385388592533,1.230046392033683,0.0057883753697084,9.0,9.0
rank1,6.0,1.0,20000.0,15.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.016659265297473285,0.013498360747750788,0.0020568760486653474,0.001140112314140962,1.2242835893155846,0.011025517997261421,9.0,9.0
rank1,6.0,1.0,20000.0,16.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.009651250379522686,0.006996297407907479,0.008123290375970371,0.004553791381553901,1.2296437907916609,0.005689694414187357,9.0,9.0
rank1,6.0,1.0,20000.0,17.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.008772985835804511,0.006369178451673527,0.01808671922230461,0.010252457794219821,1.2271683201417385,0.005190142498901768,9.0,9.0
rank1,6.0,1.0,20000.0,18.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.00992480857604931,0.007579621878133134,0.00279726134671285,0.0015588562292432606,1.2291203903654742,0.00616670420371056,9.0,9.0
rank1,6.0,1.0,20000.0,19.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.011030019405255232,0.009694746989036558,0.00043259571773542277,0.00024021594072151653,1.2298415729620482,0.007882923461179605,9.0,9.0
rank1,6.0,1.0,20000.0,20.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.01078336196378388,0.007948688997875722,0.01280538176153189,0.007014358790274566,1.2288172851177386,0.00646856867505255,9.0,9.0
rank1,6.0,1.0,50000.0,1.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.0057036496593513885,0.004750883382350928,0.0007537935262460766,0.00041912374440222777,1.2269650920665023,0.0038720607563083194,9.0,9.0
rank1,6.0,1.0,50000.0,2.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.004606615324817471,0.0031045730573132572,0.006602515177753576,0.0036950168173549014,1.2281689412123369,0.002527806194356865,9.0,9.0
rank1,6.0,1.0,50000.0,3.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.005141119078754523,0.00356717266876725,0.0030343423305509765,0.0016800994808880143,1.2284561487552732,0.002903785106518999,9.0,9.0
rank1,6.0,1.0,50000.0,4.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.007647314993165271,0.006282572926128128,0.002388727479088303,0.0013305860759726396,1.2262847480345438,0.005123257820989511,9.0,9.0
rank1,6.0,1.0,50000.0,5.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.006900042341501608,0.0052380052120884054,0.00047027993280067155,0.00026140265767946036,1.227417908714338,0.004267499418820577,9.0,9.0
rank1,6.0,1.0,50000.0,6.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.009226049481317283,0.0068954026267496775,0.001977721301980002,0.0011011428637852927,1.2296205893860477,0.00560774818368369,9.0,9.0
rank1,6.0,1.0,50000.0,7.0,0.22779311889279336,0.0,0.0,-36.841361487904734,0.2277931188927931,0.22779311889279336,0.3975422348870346,0.3975422348870346,0.3975422348870346,0.006892985177756056,0.00540260274439544,0.007727423155668587,0.0042565380047943635,1.2289196155145754,0.00439622142586865,9.0,9.0
