section,length,d,bond_dim,trial,sample_size,method,K,error_spec,error_fro,p_true,abs_error,sq_error
amplitude,,,,,1000,qae,2,,,0.15,0.0025160279015598586,6.3303964014277054e-06
amplitude,,,,,1000,qae,4,,,0.15,0.0006550548788961941,4.290968943657075e-07
amplitude,,,,,1000,qae,8,,,0.15,0.0010885210735857576,1.1848781276402902e-06
amplitude,,,,,1000,qae,16,,,0.15,0.001006229420294047,1.0124976462652937e-06
amplitude,,,,,1000,qae,32,,,0.15,0.00019257747027184857,3.708608205630472e-08
amplitude,,,,,1000,classical,0,,,0.15,0.014999999999999986,0.00022499999999999956
amplitude,,,,,1000,qae,1,,,0.15,0.0034732653880604203,1.2063572455898502e-05
amplitude,,,,,1000,qae,2,,,0.15,0.005886694825711775,3.465317597106178e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0038799032525329014,1.5053649249015388e-05
amplitude,,,,,1000,qae,8,,,0.15,0.0014323637075700224,2.0516657907637408e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0004844879622841469,2.3472858559824496e-07
amplitude,,,,,1000,qae,32,,,0.15,0.0001108162265271162,1.2280236061709132e-08
amplitude,,,,,1000,classical,0,,,0.15,0.0030000000000000027,9.000000000000015e-06
amplitude,,,,,1000,qae,1,,,0.15,0.025431316778898483,0.0006467518731086835
amplitude,,,,,1000,qae,2,,,0.15,0.0038291738108574003,1.4662572073756186e-05
amplitude,,,,,1000,qae,4,,,0.15,0.001965494315209204,3.863167903119698e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0012277355216974428,1.5073345112376922e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0005274510015887135,2.7820455907693707e-07
amplitude,,,,,1000,qae,32,,,0.15,0.00030801211816894325,9.487146493891906e-08
amplitude,,,,,1000,classical,0,,,0.15,0.0030000000000000027,9.000000000000015e-06
amplitude,,,,,1000,qae,1,,,0.15,0.00019697770892490585,3.880021781330493e-08
amplitude,,,,,1000,qae,2,,,0.15,0.00032849635477202876,1.0790985509851059e-07
amplitude,,,,,1000,qae,4,,,0.15,0.0012350021842156,1.5252303950173028e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0018602885994117857,3.4606736731014634e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0005936262898026956,3.5239217194491394e-07
amplitude,,,,,1000,qae,32,,,0.15,1.4514475295379636e-05,2.1066999310018579e-10
amplitude,,,,,1000,classical,0,,,0.15,0.007000000000000006,4.9000000000000087e-05
amplitude,,,,,1000,qae,1,,,0.15,0.0018572929844888342,3.4495372302314407e-06
amplitude,,,,,1000,qae,2,,,0.15,0.00789528043326701,6.233545311992891e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0015794303259780984,2.494600154619282e-06
amplitude,,,,,1000,qae,8,,,0.15,0.00023055370851646217,5.3155012510693805e-08
amplitude,,,,,1000,qae,16,,,0.15,0.0002161070018301403,4.670223624001227e-08
amplitude,,,,,1000,qae,32,,,0.15,0.000383535045309108,1.470991309802595e-07
amplitude,,,,,1000,classical,0,,,0.15,0.012999999999999984,0.00016899999999999958
amplitude,,,,,1000,qae,1,,,0.15,0.00832047611576206,6.92303227929669e-05
amplitude,,,,,1000,qae,2,,,0.15,0.008584576537068261,7.369495432078291e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0005289667465331327,2.7980581893784746e-07
amplitude,,,,,1000,qae,8,,,0.15,0.0023768622245173288,5.649474034337464e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0003814476964924818,1.455023451594205e-07
amplitude,,,,,1000,qae,32,,,0.15,0.0009968016399443391,9.93613509395724e-07
amplitude,,,,,1000,classical,0,,,0.15,0.009000000000000008,8.100000000000014e-05
amplitude,,,,,1000,qae,1,,,0.15,0.01699148624281524,0.0002887106047397796
amplitude,,,,,1000,qae,2,,,0.15,0.00806198443742348,6.49955930692584e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0021036082658937305,4.425167736336428e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0002739149612386582,7.502940599037563e-08
amplitude,,,,,1000,qae,16,,,0.15,0.0009191384732185337,8.448155329504972e-07
amplitude,,,,,1000,qae,32,,,0.15,7.605389344711444e-05,5.784194708465037e-09
amplitude,,,,,1000,classical,0,,,0.15,0.0040000000000000036,1.600000000000003e-05
amplitude,,,,,1000,qae,1,,,0.15,0.004164119050568488,1.7339887467307404e-05
amplitude,,,,,1000,qae,2,,,0.15,0.0015892884493624027,2.52583777527675e-06
amplitude,,,,,1000,qae,4,,,0.15,3.7762970231280946e-05,1.426041920688611e-09
amplitude,,,,,1000,qae,8,,,0.15,0.00115211419206529,1.327367111558256e-06
amplitude,,,,,1000,qae,16,,,0.15,5.0671063857532506e-05,2.567556712454137e-09
amplitude,,,,,1000,qae,32,,,0.15,0.0007717671514604063,5.956245360733098e-07
amplitude,,,,,1000,classical,0,,,0.15,0.017000000000000015,0.0002890000000000005
amplitude,,,,,1000,qae,1,,,0.15,0.0025048216086066832,6.2741312909429726e-06
amplitude,,,,,1000,qae,2,,,0.15,0.0008558612564460166,7.324984902853543e-07
amplitude,,,,,1000,qae,4,,,0.15,0.0006323294963159753,3.998405919112151e-07
amplitude,,,,,1000,qae,8,,,0.15,0.0011632679536811574,1.3531923320615475e-06
amplitude,,,,,1000,qae,16,,,0.15,0.00046429753746582425,2.1557220329682847e-07
amplitude,,,,,1000,qae,32,,,0.15,0.00036636530899492037,1.342235396349435e-07
amplitude,,,,,1000,classical,0,,,0.15,0.0020000000000000018,4.0000000000000074e-06
amplitude,,,,,1000,qae,1,,,0.15,0.00015194568843249212,2.308749223322397e-08
amplitude,,,,,1000,qae,2,,,0.15,0.012688261124119027,0.00016099197035383022
amplitude,,,,,1000,qae,4,,,0.15,0.0015103803206048816,2.281248712870505e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0012508914222661427,1.5647293502990134e-06
amplitude,,,,,1000,qae,16,,,0.15,0.00021098800612809332,4.451593872990834e-08
amplitude,,,,,1000,qae,32,,,0.15,0.0004141986112984608,1.7156048960157342e-07
amplitude,,,,,1000,classical,0,,,0.15,0.0030000000000000027,9.000000000000015e-06
amplitude,,,,,1000,qae,1,,,0.15,0.014178011965061743,0.00020101602328143395
amplitude,,,,,1000,qae,2,,,0.15,0.0035550876096751838,1.2638647912466012e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0028473595717078692,8.10745653059642e-06
amplitude,,,,,1000,qae,8,,,0.15,0.00028435757240882764,8.085922898624165e-08
amplitude,,,,,1000,qae,16,,,0.15,0.00047572674361689993,2.2631593459233964e-07
amplitude,,,,,1000,qae,32,,,0.15,0.00026841961578388807,7.20490901375701e-08
amplitude,,,,,1000,classical,0,,,0.15,0.0030000000000000027,9.000000000000015e-06
amplitude,,,,,1000,qae,1,,,0.15,0.003549563996033317,1.2599404561936009e-05
amplitude,,,,,1000,qae,2,,,0.15,0.009787264599258771,9.579054833590396e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0007142118065442682,5.100985046072272e-07
amplitude,,,,,1000,qae,8,,,0.15,0.0013133261411044928,1.724825552908418e-06
amplitude,,,,,1000,qae,16,,,0.15,0.00028465420701367927,8.102801757058658e-08
amplitude,,,,,1000,qae,32,,,0.15,0.0001493116192034516,2.2293959629156536e-08
amplitude,,,,,1000,classical,0,,,0.15,0.015000000000000013,0.0002250000000000004
amplitude,,,,,1000,qae,1,,,0.15,0.0036156974020944144,1.3073267703512297e-05
amplitude,,,,,1000,qae,2,,,0.15,0.005230051617695741,2.7353439923761838e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0013011234708477093,1.6929222863907897e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0004189771093079664,1.7554181812405962e-07
amplitude,,,,,1000,qae,16,,,0.15,0.0003241697321768877,1.0508601525963511e-07
amplitude,,,,,1000,qae,32,,,0.15,0.0002873378338642263,8.256303076978571e-08
amplitude,,,,,1000,classical,0,,,0.15,0.015000000000000013,0.0002250000000000004
amplitude,,,,,1000,qae,1,,,0.15,0.011522533511352906,0.00013276877852025072
amplitude,,,,,1000,qae,2,,,0.15,0.000999326852061333,9.986541572508133e-07
amplitude,,,,,1000,qae,4,,,0.15,0.00430199121532418,1.8507128416726418e-05
amplitude,,,,,1000,qae,8,,,0.15,0.00031696052801774566,1.0046397632128813e-07
amplitude,,,,,1000,qae,16,,,0.15,0.0004263369895950442,1.817632286969648e-07
amplitude,,,,,1000,qae,32,,,0.15,0.0004663213142144518,2.1745556809069347e-07
amplitude,,,,,1000,classical,0,,,0.15,0.0050000000000000044,2.5000000000000045e-05
amplitude,,,,,1000,qae,1,,,0.15,0.008865546083821563,7.859790736436384e-05
amplitude,,,,,1000,qae,2,,,0.15,0.0017622188186135757,3.1054151646758263e-06
amplitude,,,,,1000,qae,4,,,0.15,2.7873800940186877e-05,7.769487788531628e-10
amplitude,,,,,1000,qae,8,,,0.15,0.000462904659528085,2.142807238128123e-07
amplitude,,,,,1000,qae,16,,,0.15,0.00011624730823497909,1.3513436671878237e-08
amplitude,,,,,1000,qae,32,,,0.15,5.537205836061987e-05,3.0660648470918927e-09
amplitude,,,,,1000,classical,0,,,0.15,0.016000000000000014,0.0002560000000000005
amplitude,,,,,1000,qae,1,,,0.15,0.023276374513151704,0.0005417896104764982
amplitude,,,,,1000,qae,2,,,0.15,0.0021044447348806117,4.428687642166728e-06
amplitude,,,,,1000,qae,4,,,0.15,0.0034464349330184108,1.1877913747529618e-05
amplitude,,,,,1000,qae,8,,,0.15,0.00010961244426035965,1.2014887936730452e-08
amplitude,,,,,1000,qae,16,,,0.15,0.0012960456046074431,1.6797342092222728e-06
amplitude,,,,,1000,qae,32,,,0.15,0.0002874951950345983,8.265348716798172e-08
amplitude,,,,,1000,classical,0,,,0.15,0.0050000000000000044,2.5000000000000045e-05
amplitude,,,,,1000,qae,1,,,0.15,0.007242066089484328,5.2447521244458824e-05
amplitude,,,,,1000,qae,2,,,0.15,0.008558326034490027,7.324494451262979e-05
amplitude,,,,,1000,qae,4,,,0.15,0.00015613798739591567,2.437907110804712e-08
amplitude,,,,,1000,qae,8,,,0.15,0.00013993296045944348,1.958123342294417e-08
amplitude,,,,,1000,qae,16,,,0.15,0.0009501917198301568,9.028643044337913e-07
amplitude,,,,,1000,qae,32,,,0.15,0.0001257389341233206,1.5810279554468757e-08
amplitude,,,,,1000,classical,0,,,0.15,0.007000000000000006,4.9000000000000087e-05
amplitude,,,,,1000,qae,1,,,0.15,0.022945667071206405,0.0005265036373426459
amplitude,,,,,1000,qae,2,,,0.15,2.269804810206555e-05,5.152013876436814e-10
amplitude,,,,,1000,qae,4,,,0.15,0.0014143871864669977,2.0004911132420295e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0021619862525525946,4.6741845562264114e-06
amplitude,,,,,1000,qae,16,,,0.15,0.00017191485602291445,2.9554717721379406e-08
amplitude,,,,,1000,qae,32,,,0.15,0.000582618184686412,3.394439491272901e-07
amplitude,,,,,1000,classical,0,,,0.15,0.020000000000000018,0.0004000000000000007
amplitude,,,,,1000,qae,1,,,0.15,0.001258287333758712,1.583287014297608e-06
amplitude,,,,,1000,qae,2,,,0.15,0.0025901463389572388,6.708858057213587e-06
amplitude,,,,,1000,qae,4,,,0.15,0.002451400024569339,6.009362080458556e-06
amplitude,,,,,1000,qae,8,,,0.15,0.00030737059074004147,9.447668005188206e-08
amplitude,,,,,1000,qae,16,,,0.15,0.00036289998765934306,1.3169640104315134e-07
amplitude,,,,,1000,qae,32,,,0.15,0.0003216534803161253,1.0346096139947599e-07
amplitude,,,,,1000,classical,0,,,0.15,0.007000000000000006,4.9000000000000087e-05
amplitude,,,,,1000,qae,1,,,0.15,0.009639359585239787,9.291725321355416e-05
amplitude,,,,,1000,qae,2,,,0.15,0.0036328980313064807,1.3197948105870503e-05
amplitude,,,,,1000,qae,4,,,0.15,0.004193484623956051,1.758531329135582e-05
amplitude,,,,,1000,qae,8,,,0.15,0.0007209397166517972,5.197540750459737e-07
amplitude,,,,,1000,qae,16,,,0.15,0.00036698315638605816,1.3467663707107402e-07
amplitude,,,,,1000,qae,32,,,0.15,2.807249766142994e-05,7.880651249509895e-10
amplitude,,,,,1000,classical,0,,,0.15,0.028999999999999998,0.0008409999999999998
amplitude,,,,,1000,qae,1,,,0.15,0.010347986964440975,0.00010708083421624034
amplitude,,,,,1000,qae,2,,,0.15,0.0032656499332430755,1.0664469486490503e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0006854112352263353,4.6978856137449073e-07
amplitude,,,,,1000,qae,8,,,0.15,0.001358187818282397,1.8446741497306974e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0002451410692059508,6.009414381143676e-08
amplitude,,,,,1000,qae,32,,,0.15,0.0003284488603237379,1.0787865384796227e-07
amplitude,,,,,1000,classical,0,,,0.15,0.006000000000000005,3.600000000000006e-05
amplitude,,,,,1000,qae,1,,,0.15,0.001391017934066957,1.934930892895905e-06
amplitude,,,,,1000,qae,2,,,0.15,0.003665944641407154,1.3439150113861826e-05
amplitude,,,,,1000,qae,4,,,0.15,0.003488578189355551,1.2170177783247256e-05
amplitude,,,,,1000,qae,8,,,0.15,0.0006901737345941239,4.7633978392360017e-07
amplitude,,,,,1000,qae,16,,,0.15,0.000665796245302136,4.4328464025842206e-07
amplitude,,,,,1000,qae,32,,,0.15,0.00010768728725288335,1.1596551835885011e-08
amplitude,,,,,1000,classical,0,,,0.15,0.017999999999999988,0.0003239999999999996
amplitude,,,,,1000,qae,1,,,0.15,0.00047578498812464454,2.2637135492476815e-07
amplitude,,,,,1000,qae,2,,,0.15,0.0023627332629606035,5.582508471900461e-06
amplitude,,,,,1000,qae,4,,,0.15,0.00037424909247099625,1.400623832153643e-07
amplitude,,,,,1000,qae,8,,,0.15,0.00044585104037647705,1.9878315020478697e-07
amplitude,,,,,1000,qae,16,,,0.15,0.0002816383022386515,7.932013328787e-08
amplitude,,,,,1000,qae,32,,,0.15,0.00016608647271110222,2.7584716417615702e-08
amplitude,,,,,1000,classical,0,,,0.15,0.0020000000000000018,4.0000000000000074e-06
amplitude,,,,,1000,qae,1,,,0.15,0.011931583138116014,0.00014236267618177438
amplitude,,,,,1000,qae,2,,,0.15,0.004984772289252398,2.4847954775698595e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0009451107434993444,8.932343174778837e-07
amplitude,,,,,1000,qae,8,,,0.15,0.0016236409023870912,2.636209779904368e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0003103391829590574,9.631040847969529e-08
amplitude,,,,,1000,qae,32,,,0.15,0.0007061845026379299,4.986965517659803e-07
amplitude,,,,,1000,classical,0,,,0.15,0.008000000000000007,6.400000000000012e-05
amplitude,,,,,1000,qae,1,,,0.15,0.00754284048185766,5.6894442534750694e-05
amplitude,,,,,1000,qae,2,,,0.15,0.004985700421691247,2.485720869485228e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0022989710808034303,5.2852680303704925e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0012534150382752518,1.5710492581745509e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0016905080522609806,2.8578174747592143e-06
amplitude,,,,,1000,qae,32,,,0.15,0.00023713491161034272,5.6232966304445056e-08
amplitude,,,,,1000,classical,0,,,0.15,0.02100000000000002,0.0004410000000000008
amplitude,,,,,1000,qae,1,,,0.15,0.0238095894561485,0.0005668965500703378
amplitude,,,,,1000,qae,2,,,0.15,0.0056239275633387376,3.162856123768119e-05
amplitude,,,,,1000,qae,4,,,0.15,0.002861949724533075,8.190756225754944e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0007979643373439149,6.367470836727132e-07
amplitude,,,,,1000,qae,16,,,0.15,0.0001397660942279444,1.953456109573463e-08
amplitude,,,,,1000,qae,32,,,0.15,0.00023565015161650105,5.553099395687993e-08
amplitude,,,,,1000,classical,0,,,0.15,0.008000000000000007,6.400000000000012e-05
amplitude,,,,,1000,qae,1,,,0.15,0.0003364968999269302,1.1323016366043449e-07
amplitude,,,,,1000,qae,2,,,0.15,0.0016814941910741066,2.827422714615964e-06
amplitude,,,,,1000,qae,4,,,0.15,0.00012948845658286579,1.6767260388212717e-08
amplitude,,,,,1000,qae,8,,,0.15,0.00010618770777950925,1.1275829283466451e-08
amplitude,,,,,1000,qae,16,,,0.15,0.00021895584257783374,4.794166099896911e-08
amplitude,,,,,1000,qae,32,,,0.15,0.00016028379741797605,2.5690895714726786e-08
amplitude,,,,,1000,classical,0,,,0.15,0.011999999999999983,0.0001439999999999996
amplitude,,,,,1000,qae,1,,,0.15,0.003896413729721382,1.518203995316129e-05
amplitude,,,,,1000,qae,2,,,0.15,0.008303246964066507,6.894391014627967e-05
amplitude,,,,,1000,qae,4,,,0.15,0.002789050062043691,7.778800248585916e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0002598879910995222,6.754176791774533e-08
amplitude,,,,,1000,qae,16,,,0.15,0.0006832897220522272,4.6688484426220985e-07
amplitude,,,,,1000,qae,32,,,0.15,0.0001839484295566296,3.383702473635032e-08
amplitude,,,,,1000,classical,0,,,0.15,0.007000000000000006,4.9000000000000087e-05
amplitude,,,,,1000,qae,1,,,0.15,0.0027976286113121362,7.826725846832272e-06
amplitude,,,,,1000,qae,2,,,0.15,0.0022194452019684008,4.925937004540555e-06
amplitude,,,,,1000,qae,4,,,0.15,0.003722955481744117,1.3860397519048568e-05
amplitude,,,,,1000,qae,8,,,0.15,0.0016867257593386475,2.845043787216537e-06
amplitude,,,,,1000,qae,16,,,0.15,0.00034434668182678485,1.18574637285117e-07
amplitude,,,,,1000,qae,32,,,0.15,0.00034906493343866973,1.2184632775654292e-07
amplitude,,,,,1000,classical,0,,,0.15,0.017999999999999988,0.0003239999999999996
amplitude,,,,,1000,qae,1,,,0.15,0.0012421336843874697,1.5428960898899902e-06
amplitude,,,,,1000,qae,2,,,0.15,0.001216200834295772,1.4791444693417318e-06
amplitude,,,,,1000,qae,4,,,0.15,0.002603114982007465,6.7762076095517255e-06
amplitude,,,,,1000,qae,8,,,0.15,0.00037240222466242145,1.3868341693352062e-07
amplitude,,,,,1000,qae,16,,,0.15,0.00021614509030348783,4.6718700062302906e-08
amplitude,,,,,1000,qae,32,,,0.15,0.00041647221629600994,1.734491069465105e-07
amplitude,,,,,1000,classical,0,,,0.15,0.009000000000000008,8.100000000000014e-05
amplitude,,,,,1000,qae,1,,,0.15,0.0028872539800869346,8.336235545527845e-06
amplitude,,,,,1000,qae,2,,,0.15,0.003502955012876313,1.2270693822235292e-05
amplitude,,,,,1000,qae,4,,,0.15,0.002150302977136004,4.623802893479962e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0020357976770151442,4.144472181740257e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0005333600244767922,2.844729157098844e-07
amplitude,,,,,1000,qae,32,,,0.15,0.0006469002947389335,4.1847999133331905e-07
amplitude,,,,,1000,classical,0,,,0.15,0.024999999999999994,0.0006249999999999997
amplitude,,,,,1000,qae,1,,,0.15,0.0003021550286644026,9.129766134718594e-08
amplitude,,,,,1000,qae,2,,,0.15,0.005181508502569848,2.684803036220363e-05
amplitude,,,,,1000,qae,4,,,0.15,0.00019894647361662354,3.9579699364489885e-08
amplitude,,,,,1000,qae,8,,,0.15,0.00041411106806449327,1.7148797669351537e-07
amplitude,,,,,1000,qae,16,,,0.15,0.0002504319027652746,6.271613792263596e-08
amplitude,,,,,1000,qae,32,,,0.15,5.495020222234803e-05,3.0195247242769426e-09
amplitude,,,,,1000,classical,0,,,0.15,0.0040000000000000036,1.600000000000003e-05
amplitude,,,,,1000,qae,1,,,0.15,0.01759017688582684,0.00030941432287467685
amplitude,,,,,1000,qae,2,,,0.15,0.0022034332461736417,4.855118070343312e-06
amplitude,,,,,1000,qae,4,,,0.15,0.004909806903860059,2.4106203833191898e-05
amplitude,,,,,1000,qae,8,,,0.15,0.0007546956776910974,5.695655659256247e-07
amplitude,,,,,1000,qae,16,,,0.15,0.0007771585233959932,6.039753704870405e-07
amplitude,,,,,1000,qae,32,,,0.15,5.183647401732494e-05,2.6870200385488037e-09
amplitude,,,,,1000,classical,0,,,0.15,0.010000000000000009,0.00010000000000000018
amplitude,,,,,1000,qae,1,,,0.15,0.003430917814932266,1.1771197052819596e-05
amplitude,,,,,1000,qae,2,,,0.15,0.0015732789694918037,2.475206715845192e-06
amplitude,,,,,1000,qae,4,,,0.15,0.003911606329470213,1.5300664076751433e-05
amplitude,,,,,1000,qae,8,,,0.15,0.0013972744285195016,1.9523758285944995e-06
amplitude,,,,,1000,qae,16,,,0.15,0.001357661323390491,1.8432442690304194e-06
amplitude,,,,,1000,qae,32,,,0.15,0.00040716334960413936,1.657819932608626e-07
amplitude,,,,,1000,classical,0,,,0.15,0.009000000000000008,8.100000000000014e-05
amplitude,,,,,1000,qae,1,,,0.15,0.004213500596422448,1.7753587276052327e-05
amplitude,,,,,1000,qae,2,,,0.15,0.0008243406254424823,6.79537466754903e-07
amplitude,,,,,1000,qae,4,,,0.15,0.004243291290250917,1.800552097391929e-05
amplitude,,,,,1000,qae,8,,,0.15,0.0010487295023660637,1.0998335691329716e-06
amplitude,,,,,1000,qae,16,,,0.15,9.560951328740908e-05,9.141179031055253e-09
amplitude,,,,,1000,qae,32,,,0.15,8.781926479320412e-05,7.7122232688189e-09
amplitude,,,,,1000,classical,0,,,0.15,0.013000000000000012,0.0001690000000000003
amplitude,,,,,1000,qae,1,,,0.15,0.005550301474907371,3.080584646235894e-05
amplitude,,,,,1000,qae,2,,,0.15,0.005935144074081716,3.522593518010731e-05
amplitude,,,,,1000,qae,4,,,0.15,0.003961368993960046,1.5692444306308028e-05
amplitude,,,,,1000,qae,8,,,0.15,0.0020590103787111735,4.23952373964033e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0005675537169906875,3.2211722166994536e-07
amplitude,,,,,1000,qae,32,,,0.15,0.00012394414618621674,1.5362151373830266e-08
amplitude,,,,,1000,classical,0,,,0.15,0.013999999999999985,0.00019599999999999956
amplitude,,,,,1000,qae,1,,,0.15,0.013219227325566602,0.00017474797108500673
amplitude,,,,,1000,qae,2,,,0.15,0.0028679459634054216,8.225114049013452e-06
amplitude,,,,,1000,qae,4,,,0.15,0.0007794948675070301,6.076122484698025e-07
amplitude,,,,,1000,qae,8,,,0.15,0.0017179659766886068,2.9514070970596388e-06
amplitude,,,,,1000,qae,16,,,0.15,0.00017875347819004683,3.195280596503955e-08
amplitude,,,,,1000,qae,32,,,0.15,0.00028220596952280297,7.96402092343052e-08
amplitude,,,,,1000,classical,0,,,0.15,0.02100000000000002,0.0004410000000000008
amplitude,,,,,1000,qae,1,,,0.15,0.014365680273345116,0.000206372769715977
amplitude,,,,,1000,qae,2,,,0.15,0.002751179031401818,7.568986062825046e-06
amplitude,,,,,1000,qae,4,,,0.15,0.002139047537140004,4.5755243661447174e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0002473006683157697,6.115762054942633e-08
amplitude,,,,,1000,qae,16,,,0.15,4.051364440957328e-05,1.6413553833453483e-09
amplitude,,,,,1000,qae,32,,,0.15,0.00017625012517244465,3.106410662330241e-08
amplitude,,,,,1000,classical,0,,,0.15,0.021999999999999992,0.0004839999999999996
amplitude,,,,,1000,qae,1,,,0.15,0.0010764910072091904,1.1588328886022573e-06
amplitude,,,,,1000,qae,2,,,0.15,0.002519763835454436,6.34920978646405e-06
amplitude,,,,,1000,qae,4,,,0.15,0.00022916540838027744,5.2516784398099335e-08
amplitude,,,,,1000,qae,8,,,0.15,0.0010614116259843043,1.1265946397746445e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0002481532893978955,6.158005503899568e-08
amplitude,,,,,1000,qae,32,,,0.15,0.000562436352465806,3.163346505750404e-07
amplitude,,,,,1000,classical,0,,,0.15,0.010000000000000009,0.00010000000000000018
amplitude,,,,,1000,qae,1,,,0.15,0.00999560158617624,9.991205106956894e-05
amplitude,,,,,1000,qae,2,,,0.15,0.007833953828702861,6.137083259024821e-05
amplitude,,,,,1000,qae,4,,,0.15,0.005562842143863711,3.094521271754621e-05
amplitude,,,,,1000,qae,8,,,0.15,0.00026791353566102405,7.17776625903908e-08
amplitude,,,,,1000,qae,16,,,0.15,0.0007327065666998811,5.368589128851273e-07
amplitude,,,,,1000,qae,32,,,0.15,0.00035188276621667125,1.2382148116029652e-07
amplitude,,,,,1000,classical,0,,,0.15,0.009000000000000008,8.100000000000014e-05
amplitude,,,,,1000,qae,1,,,0.15,0.0135969670004977,0.00018487751161262343
amplitude,,,,,1000,qae,2,,,0.15,0.006244511650727064,3.8993925756066035e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0026748513084956793,7.154829522561048e-06
amplitude,,,,,1000,qae,8,,,0.15,0.0016395141064460272,2.688006505235515e-06
amplitude,,,,,1000,qae,16,,,0.15,0.00029892696834654675,8.935733240485737e-08
amplitude,,,,,1000,qae,32,,,0.15,0.0004967450091404313,2.4675560410592714e-07
amplitude,,,,,1000,classical,0,,,0.15,0.0030000000000000027,9.000000000000015e-06
amplitude,,,,,1000,qae,1,,,0.15,0.003789861817698692,1.4363052597250434e-05
amplitude,,,,,1000,qae,2,,,0.15,0.010490473841516051,0.00011005004141953254
amplitude,,,,,1000,qae,4,,,0.15,0.00021128126713512718,4.4639773842224975e-08
amplitude,,,,,1000,qae,8,,,0.15,0.001702336284335887,2.8979488249665136e-06
amplitude,,,,,1000,qae,16,,,0.15,0.00023473329531448206,5.509971992919585e-08
amplitude,,,,,1000,qae,32,,,0.15,0.00022908306177271687,5.2479049191162414e-08
amplitude,,,,,1000,classical,0,,,0.15,0.0030000000000000027,9.000000000000015e-06
amplitude,,,,,1000,qae,1,,,0.15,0.006418594244255477,4.1198352072389533e-05
amplitude,,,,,1000,qae,2,,,0.15,0.0033541416335287066,1.1250266097770621e-05
amplitude,,,,,1000,qae,4,,,0.15,0.002438255009307305,5.945087490412167e-06
amplitude,,,,,1000,qae,8,,,0.15,0.002263943537954366,5.125440343045332e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0005943852701179031,3.5329384933313265e-07
amplitude,,,,,1000,qae,32,,,0.15,0.00010305275834240901,1.061987100197895e-08
amplitude,,,,,1000,classical,0,,,0.15,0.0030000000000000027,9.000000000000015e-06
amplitude,,,,,1000,qae,1,,,0.15,0.0021961590116699736,4.823114404539235e-06
amplitude,,,,,1000,qae,2,,,0.15,0.0006534220644630884,4.2696039432720444e-07
amplitude,,,,,1000,qae,4,,,0.15,0.0019414307356405702,3.7691533012898858e-06
amplitude,,,,,1000,qae,8,,,0.15,0.001031403972689554,1.0637941548797943e-06
amplitude,,,,,1000,qae,16,,,0.15,0.0008337541772680257,6.951460281118824e-07
amplitude,,,,,1000,qae,32,,,0.15,6.399692402864199e-05,4.095606285127774e-09
amplitude,,,,,1000,classical,0,,,0.15,0.0010000000000000009,1.0000000000000019e-06
amplitude,,,,,1000,qae,1,,,0.15,0.017042723426308276,0.0002904544217856369
amplitude,,,,,1000,qae,2,,,0.15,0.004440522039226014,1.9718235980851955e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0009567603900653143,9.153904439979324e-07
amplitude,,,,,1000,qae,8,,,0.15,0.002389762156792069,5.710963166035482e-06
amplitude,,,,,1000,qae,16,,,0.15,0.000986468205277341,9.731195200230983e-07
amplitude,,,,,1000,qae,32,,,0.15,0.00023020107730287176,5.299253599140274e-08
amplitude,,,,,1000,classical,0,,,0.15,0.010999999999999982,0.00012099999999999961
amplitude,,,,,1000,qae,1,,,0.15,0.004173690856401846,1.7419695364812376e-05
amplitude,,,,,1000,qae,2,,,0.15,0.008928748196783048,7.972254436155654e-05
amplitude,,,,,1000,qae,4,,,0.15,0.0019261924182078505,3.710217231961407e-06
