length,t_star,chi_rho,chi_M,measurement,trial,hankel_rank,rank_upper,rank_cap,within_cap,effective_rank,r_eff_1e2,r_eff_1e3,sv_max,sv_min_thresholded,threshold,prefixes,suffixes,d
6,3,2,2,network,9,4,4,4,1,1.0053015362600275,1,2,0.12633404629496128,1.0342634218946367e-07,1.2633404629496128e-09,8,8,2
6,3,2,2,network,10,3,4,4,1,1.0014770137431255,1,1,0.12500566122025109,8.74551969623076e-07,1.2500566122025108e-09,8,8,2
6,3,2,2,network,11,3,4,4,1,1.0017137335808204,1,1,0.12500869858090377,1.966864868608426e-05,1.2500869858090377e-09,8,8,2
6,3,2,2,network,12,3,4,4,1,1.0029252911868562,1,2,0.12540147804462268,6.411802249953239e-07,1.2540147804462268e-09,8,8,2
6,3,2,2,network,13,3,4,4,1,1.0007143111884955,1,1,0.1250120261104381,5.311671321660105e-06,1.250120261104381e-09,8,8,2
6,3,2,2,network,14,2,4,4,1,1.000568839196202,1,1,0.12501761537246087,3.5557462779512504e-05,1.2501761537246087e-09,8,8,2
6,3,2,2,network,15,3,4,4,1,1.0038364118611058,1,2,0.12504031355099138,5.340277378904718e-07,1.2504031355099138e-09,8,8,2
6,3,2,2,network,16,3,4,4,1,1.0000525112889154,1,1,0.12500437539107268,8.987469676568857e-09,1.2500437539107268e-09,8,8,2
6,3,2,2,network,17,3,4,4,1,1.0000382788685922,1,1,0.12500661830855034,3.4449197420661717e-07,1.2500661830855034e-09,8,8,2
6,3,2,2,network,18,3,4,4,1,1.0155317504358314,1,2,0.12603898148148968,2.0869689975953152e-09,1.2603898148148968e-09,8,8,2
6,3,2,2,network,19,3,4,4,1,1.0012439502660264,1,1,0.12500182450665967,2.1846993511896596e-07,1.2500182450665967e-09,8,8,2
6,3,2,2,network,20,3,4,4,1,1.0048582556151948,1,2,0.1250196316163522,4.257682606978994e-09,1.250196316163522e-09,8,8,2
6,3,2,2,network,21,3,4,4,1,1.0001525603733334,1,1,0.1252996063643624,1.9574088266275834e-08,1.252996063643624e-09,8,8,2
6,3,2,2,network,22,3,4,4,1,1.0021301071708613,1,2,0.12501406814283927,3.124677404630924e-07,1.2501406814283928e-09,8,8,2
6,3,2,2,network,23,3,4,4,1,1.0003965723495785,1,1,0.12500704156677656,1.497695854829832e-06,1.2500704156677656e-09,8,8,2
6,3,2,2,network,24,3,4,4,1,1.0026330686092135,1,2,0.12508151575286033,1.9190073564276206e-09,1.2508151575286033e-09,8,8,2
6,3,2,2,network,25,2,4,4,1,1.0094468851129301,1,2,0.12747008120073536,0.0006021107460409719,1.2747008120073536e-09,8,8,2
6,3,2,2,network,26,3,4,4,1,1.0000014406378412,1,1,0.12500038777240216,4.796310208123951e-09,1.2500038777240216e-09,8,8,2
6,3,2,2,network,27,4,4,4,1,1.0041536030959242,1,2,0.12502465121218434,1.948000581130801e-09,1.2502465121218434e-09,8,8,2
6,3,2,2,network,28,3,4,4,1,1.0027393502684434,1,2,0.1250325953278532,3.725885984482839e-07,1.2503259532785321e-09,8,8,2
6,3,2,2,network,29,3,4,4,1,1.0048450284054882,1,2,0.12509734045553064,7.597045501437397e-07,1.2509734045553065e-09,8,8,2
6,3,2,4,network,0,5,8,8,1,1.0006756244634376,1,1,0.12500036929144343,1.0148698846662263e-07,1.2500036929144343e-09,8,8,2
6,3,2,4,network,1,5,8,8,1,1.000215983482351,1,1,0.12500942160214845,7.618054679886662e-08,1.2500942160214845e-09,8,8,2
6,3,2,4,network,2,5,8,8,1,1.0002380640775386,1,1,0.12500159182085516,7.076596008293188e-08,1.2500159182085516e-09,8,8,2
6,3,2,4,network,3,4,8,8,1,1.0005052858971761,1,1,0.1250004920880228,9.532991665272677e-08,1.2500049208802281e-09,8,8,2
6,3,2,4,network,4,5,8,8,1,1.0005769230076391,1,1,0.12502645170693938,5.62471821335493e-09,1.2502645170693939e-09,8,8,2
6,3,2,4,network,5,5,8,8,1,1.0011801176469892,1,1,0.12500412882414103,1.168004128611619e-06,1.2500412882414102e-09,8,8,2
6,3,2,4,network,6,5,8,8,1,1.0006595818144337,1,1,0.12500391544250608,5.43509129015833e-07,1.2500391544250609e-09,8,8,2
6,3,2,4,network,7,5,8,8,1,1.001196242317089,1,1,0.12500705064709608,1.2021768631489714e-08,1.2500705064709609e-09,8,8,2
6,3,2,4,network,8,5,8,8,1,1.0002619573626894,1,1,0.1250235413693539,9.074158991126741e-08,1.250235413693539e-09,8,8,2
6,3,2,4,network,9,5,8,8,1,1.0003700892544134,1,1,0.12500154819285123,4.0871790909356695e-08,1.2500154819285124e-09,8,8,2
6,3,2,4,network,10,5,8,8,1,1.0007256083622886,1,1,0.12503798111733452,5.542214347109074e-08,1.2503798111733453e-09,8,8,2
6,3,2,4,network,11,5,8,8,1,1.00063129624163,1,1,0.12502444461184178,6.844367640656218e-07,1.250244446118418e-09,8,8,2
6,3,2,4,network,12,4,8,8,1,1.0009603830370049,1,1,0.12500063386985844,2.3505078620250685e-06,1.2500063386985845e-09,8,8,2
6,3,2,4,network,13,5,8,8,1,1.0012343978080576,1,1,0.12504553589096157,5.222360724186262e-07,1.2504553589096157e-09,8,8,2
6,3,2,4,network,14,5,8,8,1,1.0008180081386273,1,1,0.1250037401556556,7.825709840147176e-09,1.250037401556556e-09,8,8,2
6,3,2,4,network,15,5,8,8,1,1.000281539047959,1,1,0.12500097923484008,1.437235904219261e-09,1.2500097923484007e-09,8,8,2
6,3,2,4,network,16,5,8,8,1,1.0004236283223726,1,1,0.1250006955363783,2.1352347658334954e-08,1.250006955363783e-09,8,8,2
6,3,2,4,network,17,5,8,8,1,1.0001955705900853,1,1,0.12500080748874642,6.588877667137292e-08,1.2500080748874643e-09,8,8,2
6,3,2,4,network,18,5,8,8,1,1.0002004705945609,1,1,0.12500076134956042,1.8779297080617017e-08,1.2500076134956043e-09,8,8,2
6,3,2,4,network,19,5,8,8,1,1.0005753897556087,1,1,0.1250326489341839,9.811689563916513e-08,1.250326489341839e-09,8,8,2
6,3,2,4,network,20,5,8,8,1,1.0001510483422729,1,1,0.12500021193326313,1.3260174308419408e-07,1.2500021193326313e-09,8,8,2
6,3,2,4,network,21,5,8,8,1,1.0001482222671774,1,1,0.1250000560357063,6.569078769713092e-08,1.250000560357063e-09,8,8,2
6,3,2,4,network,22,5,8,8,1,1.00522663220498,1,2,0.12515605134609564,6.161218593987124e-08,1.2515605134609565e-09,8,8,2
6,3,2,4,network,23,5,8,8,1,1.000106621855291,1,1,0.1250005141061991,7.055806707952025e-08,1.250005141061991e-09,8,8,2
6,3,2,4,network,24,4,8,8,1,1.0005372093336935,1,1,0.1250105021862281,1.3520200348724054e-07,1.2501050218622812e-09,8,8,2
6,3,2,4,network,25,5,8,8,1,1.0000249577414788,1,1,0.12500061159554923,2.947665513466001e-09,1.2500061159554923e-09,8,8,2
6,3,2,4,network,26,5,8,8,1,1.0002220098184864,1,1,0.12500163175878876,6.194751570952152e-09,1.2500163175878875e-09,8,8,2
6,3,2,4,network,27,4,8,8,1,1.0010017361162373,1,1,0.12507925077671647,1.3625717346036595e-06,1.2507925077671647e-09,8,8,2
6,3,2,4,network,28,4,8,8,1,1.0004538117510375,1,1,0.12502432197742785,3.2334977387404887e-07,1.2502432197742786e-09,8,8,2
6,3,2,4,network,29,4,8,8,1,1.0001786808957596,1,1,0.1250002446730463,2.5307392743616313e-07,1.250002446730463e-09,8,8,2
6,3,4,1,separable,0,4,4,4,1,1.0000043920540995,1,1,0.12500000276580708,4.787283545638324e-09,1.250000027658071e-09,8,8,2
6,3,4,1,separable,1,4,4,4,1,1.0000325845520686,1,1,0.12500029284333664,1.8554845702101064e-08,1.2500029284333663e-09,8,8,2
6,3,4,1,separable,2,4,4,4,1,1.0000335151351554,1,1,0.12500057066473444,2.485831730374372e-08,1.2500057066473444e-09,8,8,2
6,3,4,1,separable,3,4,4,4,1,1.0000466545822446,1,1,0.12500004473871204,1.0801295963598646e-07,1.2500004473871205e-09,8,8,2
6,3,4,1,separable,4,4,4,4,1,1.0001789389325526,1,1,0.1250001029409831,5.025653255582709e-07,1.250001029409831e-09,8,8,2
6,3,4,1,separable,5,4,4,4,1,1.000013156896052,1,1,0.12500000564991892,3.3497999229021746e-09,1.2500000564991893e-09,8,8,2
6,3,4,1,separable,6,4,4,4,1,1.0000519656141293,1,1,0.12500005686231444,1.1721324073841185e-07,1.2500005686231445e-09,8,8,2
6,3,4,1,separable,7,4,4,4,1,1.0000316711707193,1,1,0.12500017150971715,2.3957760635686072e-08,1.2500017150971715e-09,8,8,2
6,3,4,1,separable,8,4,4,4,1,1.0001731397198832,1,1,0.125002890704049,2.570212350698343e-07,1.25002890704049e-09,8,8,2
6,3,4,1,separable,9,4,4,4,1,1.0001805567756668,1,1,0.12500237202119044,9.666453915276615e-08,1.2500237202119045e-09,8,8,2
6,3,4,1,separable,10,4,4,4,1,1.00002057052713,1,1,0.12500013241323296,3.752791298064667e-08,1.2500013241323296e-09,8,8,2
6,3,4,1,separable,11,4,4,4,1,1.0000045137275761,1,1,0.12500005210556836,9.517181645139079e-09,1.2500005210556835e-09,8,8,2
6,3,4,1,separable,12,4,4,4,1,1.0000727999604047,1,1,0.12500043482054232,8.365071870195621e-08,1.2500043482054231e-09,8,8,2
6,3,4,1,separable,13,4,4,4,1,1.0001272924894098,1,1,0.1250000609718253,3.028019947218084e-07,1.250000609718253e-09,8,8,2
6,3,4,1,separable,14,4,4,4,1,1.0001127979983682,1,1,0.12500077044578836,4.0236722472254336e-07,1.2500077044578837e-09,8,8,2
6,3,4,1,separable,15,4,4,4,1,1.0000264140252844,1,1,0.12500009749871213,5.526744790933394e-08,1.2500009749871213e-09,8,8,2
6,3,4,1,separable,16,3,4,4,1,1.0000010884784962,1,1,0.12500000007718054,3.604468720093005e-09,1.2500000007718054e-09,8,8,2
6,3,4,1,separable,17,4,4,4,1,1.0000069771873432,1,1,0.12500003906912188,3.064893046395557e-08,1.250000390691219e-09,8,8,2
6,3,4,1,separable,18,4,4,4,1,1.0001089474556712,1,1,0.12500124623139183,1.0911678900847102e-07,1.2500124623139183e-09,8,8,2
6,3,4,1,separable,19,3,4,4,1,1.0000015193100724,1,1,0.12500000002304795,5.0668741608294126e-09,1.2500000002304796e-09,8,8,2
6,3,4,1,separable,20,4,4,4,1,1.0000037871782699,1,1,0.12500001470320882,5.73640233636637e-09,1.2500001470320882e-09,8,8,2
6,3,4,1,separable,21,4,4,4,1,1.0000612299573175,1,1,0.1250001109392897,6.865120058557767e-08,1.250001109392897e-09,8,8,2
6,3,4,1,separable,22,4,4,4,1,1.00003066509802,1,1,0.12500015329180547,5.3389022333403584e-09,1.2500015329180548e-09,8,8,2
6,3,4,1,separable,23,4,4,4,1,1.0000086027332293,1,1,0.12500012214927994,1.0578830906727062e-08,1.2500012214927995e-09,8,8,2
6,3,4,1,separable,24,4,4,4,1,1.000059121877302,1,1,0.1250020402166814,3.1915443394854246e-08,1.250020402166814e-09,8,8,2
6,3,4,1,separable,25,4,4,4,1,1.0000151326895699,1,1,0.1250000023817748,1.037696079891846e-08,1.250000023817748e-09,8,8,2
6,3,4,1,separable,26,4,4,4,1,1.0000181734511384,1,1,0.12500032803073483,1.0721508134106282e-08,1.2500032803073482e-09,8,8,2
6,3,4,1,separable,27,4,4,4,1,1.0000148621676,1,1,0.12500004364847783,1.0020199962134936e-08,1.2500004364847784e-09,8,8,2
6,3,4,1,separable,28,4,4,4,1,1.0000264577148938,1,1,0.12500009518107894,9.703906213821558e-08,1.2500009518107895e-09,8,8,2
6,3,4,1,separable,29,4,4,4,1,1.000005574936993,1,1,0.12500003092355058,7.544013155727168e-09,1.2500003092355058e-09,8,8,2
6,3,4,2,network,0,5,8,8,1,1.0148016015486743,1,2,0.12555069342337397,2.1161062210173557e-08,1.2555069342337396e-09,8,8,2
6,3,4,2,network,1,5,8,8,1,1.000021476500302,1,1,0.12500047807347403,8.742363176975977e-09,1.2500047807347403e-09,8,8,2
6,3,4,2,network,2,5,8,8,1,1.0003709103555691,1,1,0.12501397424936272,3.6110822656438923e-07,1.2501397424936272e-09,8,8,2
6,3,4,2,network,3,5,8,8,1,1.0008560081653144,1,1,0.12500107157589402,1.633000677204203e-07,1.2500107157589402e-09,8,8,2
6,3,4,2,network,4,5,8,8,1,1.004890666664847,1,2,0.12527235525378416,1.346515108612317e-08,1.2527235525378417e-09,8,8,2
6,3,4,2,network,5,5,8,8,1,1.0005220003094888,1,1,0.12502089743985972,1.7418357926758785e-07,1.2502089743985974e-09,8,8,2
6,3,4,2,network,6,5,8,8,1,1.0000587961518148,1,1,0.12500032912475692,6.489310478282617e-09,1.2500032912475693e-09,8,8,2
6,3,4,2,network,7,5,8,8,1,1.001222814040411,1,1,0.12506294528060377,6.713563561530567e-08,1.2506294528060376e-09,8,8,2
6,3,4,2,network,8,4,8,8,1,1.00000181495541,1,1,0.12500000101701764,4.1656792146363804e-09,1.2500000101701764e-09,8,8,2
6,3,4,2,network,9,5,8,8,1,1.0000794538085214,1,1,0.12500000618633736,2.879099230574862e-08,1.2500000618633735e-09,8,8,2
6,3,4,2,network,10,5,8,8,1,1.0000527042192668,1,1,0.12500418388385842,1.3804885001941679e-08,1.2500418388385843e-09,8,8,2
6,3,4,2,network,11,5,8,8,1,1.0001642588272914,1,1,0.12500333508387665,5.1552352610464654e-09,1.2500333508387664e-09,8,8,2
6,3,4,2,network,12,5,8,8,1,1.000115969490314,1,1,0.12501179144287736,5.257455660159508e-08,1.2501179144287736e-09,8,8,2
6,3,4,2,network,13,5,8,8,1,1.0018353674843508,1,1,0.1251029979193174,2.2769211041786387e-08,1.251029979193174e-09,8,8,2
6,3,4,2,network,14,5,8,8,1,1.0000781847722697,1,1,0.12500309046795888,2.840623307582229e-09,1.2500309046795888e-09,8,8,2
6,3,4,2,network,15,5,8,8,1,1.0021940860485095,1,2,0.12533313093949333,7.598085607006281e-09,1.2533313093949334e-09,8,8,2
6,3,4,2,network,16,5,8,8,1,1.0001301463409755,1,1,0.12500022609463654,2.4044665063832145e-08,1.2500022609463655e-09,8,8,2
6,3,4,2,network,17,5,8,8,1,1.000075521943237,1,1,0.12500007685502545,2.052528936508688e-08,1.2500007685502547e-09,8,8,2
6,3,4,2,network,18,4,8,8,1,1.0034859319337552,1,2,0.1250135145197037,1.2458463944088178e-08,1.2501351451970369e-09,8,8,2
6,3,4,2,network,19,4,8,8,1,1.000008998590545,1,1,0.12500110626101602,1.0341957209985022e-08,1.2500110626101602e-09,8,8,2
6,3,4,2,network,20,5,8,8,1,1.0003152917834597,1,1,0.12501373869008958,6.444560310156771e-09,1.2501373869008958e-09,8,8,2
6,3,4,2,network,21,5,8,8,1,1.0005394111150019,1,1,0.12500787271477456,3.268263568681588e-08,1.2500787271477456e-09,8,8,2
6,3,4,2,network,22,5,8,8,1,1.0000314817874296,1,1,0.12501239521410515,1.1970056641103738e-08,1.2501239521410516e-09,8,8,2
6,3,4,2,network,23,5,8,8,1,1.0019252970523527,1,1,0.12501211796737843,1.8919881161029157e-08,1.2501211796737843e-09,8,8,2
6,3,4,2,network,24,5,8,8,1,1.0000781978281916,1,1,0.12500012037464317,8.867112215277647e-09,1.2500012037464317e-09,8,8,2
6,3,4,2,network,25,5,8,8,1,1.0001446203201627,1,1,0.12500316226447153,3.673477714576701e-08,1.2500316226447153e-09,8,8,2
6,3,4,2,network,26,5,8,8,1,1.0021078458841204,1,2,0.12517469154934302,8.578153317363505e-08,1.2517469154934301e-09,8,8,2
6,3,4,2,network,27,5,8,8,1,1.000034980942394,1,1,0.12500003707341056,1.4742428132287208e-08,1.2500003707341056e-09,8,8,2
6,3,4,2,network,28,4,8,8,1,1.0000016633880517,1,1,0.12500001215868006,3.515654088531669e-09,1.2500001215868006e-09,8,8,2
6,3,4,2,network,29,5,8,8,1,1.0051167528942906,1,2,0.1250832154797674,1.310685096525454e-08,1.250832154797674e-09,8,8,2
6,3,4,4,network,0,7,16,8,1,1.0003909736779304,1,1,0.12500713963526225,2.169574353891566e-08,1.2500713963526226e-09,8,8,2
6,3,4,4,network,1,7,16,8,1,1.0006855291668448,1,1,0.12500616246781013,5.385613911756895e-09,1.2500616246781012e-09,8,8,2
6,3,4,4,network,2,7,16,8,1,1.0003724857955285,1,1,0.12501431146625674,1.4516780595477573e-08,1.2501431146625675e-09,8,8,2
6,3,4,4,network,3,7,16,8,1,1.0001326806960105,1,1,0.1250028098432347,3.837917099259746e-09,1.250028098432347e-09,8,8,2
6,3,4,4,network,4,7,16,8,1,1.0004420770239735,1,1,0.12500134202410265,5.986549610143198e-08,1.2500134202410266e-09,8,8,2
6,3,4,4,network,5,7,16,8,1,1.000150553570567,1,1,0.1250015870151581,1.3530894658477565e-08,1.250015870151581e-09,8,8,2
6,3,4,4,network,6,7,16,8,1,1.0002739183704652,1,1,0.1250219281185589,1.5149515601822864e-09,1.2502192811855888e-09,8,8,2
6,3,4,4,network,7,7,16,8,1,1.0004753901184875,1,1,0.12500192470481988,6.443660809450328e-09,1.250019247048199e-09,8,8,2
6,3,4,4,network,8,7,16,8,1,1.0010875627622025,1,1,0.12504587922621008,9.564319695254686e-09,1.2504587922621008e-09,8,8,2
6,3,4,4,network,9,5,16,8,1,1.0000110456055415,1,1,0.1250000068979649,8.989164849696952e-09,1.250000068979649e-09,8,8,2
6,3,4,4,network,10,5,16,8,1,1.0001365459774108,1,1,0.12500543875228498,2.5259672770952978e-09,1.2500543875228498e-09,8,8,2
6,3,4,4,network,11,7,16,8,1,1.0000374453116858,1,1,0.12500172077213284,1.5019620781106508e-09,1.2500172077213285e-09,8,8,2
6,3,4,4,network,12,7,16,8,1,1.0002824968064554,1,1,0.1250022910551262,6.237601265508306e-08,1.250022910551262e-09,8,8,2
6,3,4,4,network,13,5,16,8,1,1.0002035515302574,1,1,0.12500063762576105,3.590961123934475e-09,1.2500063762576104e-09,8,8,2
6,3,4,4,network,14,7,16,8,1,1.0003563473933506,1,1,0.12502734223506837,1.8833885381178206e-09,1.2502734223506837e-09,8,8,2
6,3,4,4,network,15,7,16,8,1,1.000263101072042,1,1,0.12500049631537113,5.3338065249025134e-08,1.2500049631537113e-09,8,8,2
6,3,4,4,network,16,7,16,8,1,1.0007426613713684,1,1,0.125000844768556,8.138178615811009e-09,1.25000844768556e-09,8,8,2
6,3,4,4,network,17,7,16,8,1,1.0017225684905395,1,1,0.12519582031335852,1.2240754492223577e-08,1.2519582031335853e-09,8,8,2
6,3,4,4,network,18,7,16,8,1,1.0011064220331007,1,1,0.12502670770231855,1.2298625955631308e-07,1.2502670770231855e-09,8,8,2
6,3,4,4,network,19,7,16,8,1,1.0003944258448556,1,1,0.12500418897076124,7.747284627356114e-08,1.2500418897076124e-09,8,8,2
6,3,4,4,network,20,6,16,8,1,1.0000457560513054,1,1,0.1250050861457379,8.554388383280502e-09,1.250050861457379e-09,8,8,2
6,3,4,4,network,21,7,16,8,1,1.0008505996706059,1,1,0.12506128083267004,1.3329690672016217e-08,1.2506128083267005e-09,8,8,2
6,3,4,4,network,22,7,16,8,1,1.0001832517242957,1,1,0.12500071272219224,1.7448224260017276e-09,1.2500071272219223e-09,8,8,2
6,3,4,4,network,23,7,16,8,1,1.0007740927887003,1,1,0.12500008499853107,7.492972804060003e-08,1.2500008499853108e-09,8,8,2
6,3,4,4,network,24,7,16,8,1,1.0001432925211522,1,1,0.1250031236054135,1.172229478878264e-08,1.2500312360541349e-09,8,8,2
6,3,4,4,network,25,7,16,8,1,1.0002443047456422,1,1,0.1250465528870095,1.3609933055298903e-09,1.250465528870095e-09,8,8,2
6,3,4,4,network,26,7,16,8,1,1.0004108394107813,1,1,0.12500494217091215,1.9887590755462024e-09,1.2500494217091216e-09,8,8,2
6,3,4,4,network,27,5,16,8,1,1.0001346443773778,1,1,0.12501134369226408,3.0290009407523826e-09,1.2501134369226408e-09,8,8,2
6,3,4,4,network,28,7,16,8,1,1.0004153094549222,1,1,0.12500755947615844,2.8818970435180572e-09,1.2500755947615844e-09,8,8,2
6,3,4,4,network,29,7,16,8,1,1.0003886142290703,1,1,0.1250006832334734,1.500444055752788e-08,1.250006832334734e-09,8,8,2
8,4,2,1,separable,0,2,2,2,1,1.000515554686032,1,1,0.06250071972921134,1.6111270538958917e-05,6.250071972921135e-10,16,16,2
8,4,2,1,separable,1,1,2,2,1,1.0000000015062689,1,1,0.06250000000059582,0.06250000000059582,6.250000000059582e-10,16,16,2
8,4,2,1,separable,2,2,2,2,1,1.0001290775235239,1,1,0.06250069638470748,4.03371757072247e-06,6.250069638470749e-10,16,16,2
8,4,2,1,separable,3,2,2,2,1,1.000199498851044,1,1,0.06251118146412213,6.2354545017966335e-06,6.251118146412213e-10,16,16,2
8,4,2,1,separable,4,2,2,2,1,1.0006932519637288,1,1,0.06250185274146156,2.1664768677859823e-05,6.250185274146156e-10,16,16,2
8,4,2,1,separable,5,1,2,2,1,1.000000001452345,1,1,0.06250000000135104,0.06250000000135104,6.250000000135105e-10,16,16,2
8,4,2,1,separable,6,2,2,2,1,1.0000000517654455,1,1,0.06250000045316981,1.6176701767938196e-09,6.25000004531698e-10,16,16,2
8,4,2,1,separable,7,2,2,2,1,1.0000003717412396,1,1,0.06250023913762934,1.1616958188890126e-08,6.250023913762934e-10,16,16,2
8,4,2,1,separable,8,2,2,2,1,1.0000005993917036,1,1,0.06250000366484247,1.873099184611286e-08,6.250000366484247e-10,16,16,2
8,4,2,1,separable,9,2,2,2,1,1.0000017207390408,1,1,0.06250000395463683,5.3773098426153545e-08,6.250000395463682e-10,16,16,2
8,4,2,1,separable,10,2,2,2,1,1.0000002082550574,1,1,0.06250001007049259,6.507971588617684e-09,6.250001007049259e-10,16,16,2
8,4,2,1,separable,11,2,2,2,1,1.0000000730272767,1,1,0.06250000012913468,2.2821023901514683e-09,6.250000012913467e-10,16,16,2
8,4,2,1,separable,12,2,2,2,1,1.0000017868377324,1,1,0.0625000208333889,5.5838697740825386e-08,6.25000208333889e-10,16,16,2
